№;id объявления;id лота;id пункта плана;Заказчик;Вид предмета закупок;Наименование закупаемых товаров, работ, услуг на государственном языке (в соответствии с КТРУ);Дополнительная характеристика;Количество, объём;Единица измерения;Цена за единицу, тенге;Сумма, утвержденная для закупки, тенге;Начало приема заявок;Окончание приема заявок;Способ закупки;Статус лота
241;4417921-1;31356031-ЗЦП3;;"РГП ""Больница МЦ УДП РК""";Товар;Шторка;Шторка;3;Штука;17 857.14;53 571.42;2020-06-04 09:00:00;2020-06-11 09:00:01;Запрос ценовых предложений;Закупка не состоялась
242;4417921-1;31356045-ЗЦП4;;"РГП ""Больница МЦ УДП РК""";Товар;Терморегулятор;Терморегулятор двух контактный Запасная часть для установленного оборудования (Vital)PM-01;5;Штука;10 714.28;53 571.40;2020-06-04 09:00:00;2020-06-11 09:00:01;Запрос ценовых предложений;Закупка состоялась
243;4417921-1;31356047-ЗЦП4;;"РГП ""Больница МЦ УДП РК""";Товар;Лезвие;Запасная часть для установленного оборудования Sammic,SH215;2;Штука;22 321.42;44 642.84;2020-06-04 09:00:00;2020-06-11 09:00:01;Запрос ценовых предложений;Закупка состоялась
244;4417921-1;31356076-ЗЦП4;;"РГП ""Больница МЦ УДП РК""";Товар;Кабель специализированный;Кабель для датчика оборотов Запасная часть для установленного оборудования WSB4250H №71050200;1;Штука;107 142.85;107 142.85;2020-06-04 09:00:00;2020-06-11 09:00:01;Запрос ценовых предложений;Закупка состоялась
245;4417921-1;31356038-ЗЦП4;;"РГП ""Больница МЦ УДП РК""";Товар;Кнопка;Кнопка 4-х контактная Запасная часть для установленного оборудования камера низкотемпературная;5;Штука;4 464.28;22 321.40;2020-06-04 09:00:00;2020-06-11 09:00:01;Запрос ценовых предложений;Закупка состоялась
246;4417921-1;31356057-ЗЦП4;;"РГП ""Больница МЦ УДП РК""";Товар;Подшипник специализированный;Подшипник с обоймой Запасная часть для установленного оборудования IC44825 Electrolux №73010080;1;Штука;22 321.42;22 321.42;2020-06-04 09:00:00;2020-06-11 09:00:01;Запрос ценовых предложений;Закупка состоялась
247;4417921-1;31356078-ЗЦП4;;"РГП ""Больница МЦ УДП РК""";Товар;Ремень;Внутренний зубчатый ремень Запасная часть для установленного оборудования Синхронизации работы челночного механизма HQ-075D япония оверлок;1;Штука;10 714.28;10 714.28;2020-06-04 09:00:00;2020-06-11 09:00:01;Запрос ценовых предложений;Закупка состоялась
248;4417921-1;31356071-ЗЦП4;;"РГП ""Больница МЦ УДП РК""";Товар;Датчик скорости;Датчик оборотов Запасная часть для установленного оборудования Electrolux WSB4250H № 71050267;1;Штука;75 892.85;75 892.85;2020-06-04 09:00:00;2020-06-11 09:00:01;Запрос ценовых предложений;Закупка состоялась
249;4417921-1;31356041-ЗЦП4;;"РГП ""Больница МЦ УДП РК""";Товар;Фреон;Фреон 404 А Запасная часть для установленного оборудования KXN55 12C4D ALS 235;1;Один баллон;35 714.28;35 714.28;2020-06-04 09:00:00;2020-06-11 09:00:01;Запрос ценовых предложений;Закупка состоялась
250;4417921-1;31356050-ЗЦП4;;"РГП ""Больница МЦ УДП РК""";Товар;Ролик;Запасная часть для установленного оборудования поудомечная машина DWO77-N243 odel-F3300 DX F12M;150;Штука;3 821.42;573 213.00;2020-06-04 09:00:00;2020-06-11 09:00:01;Запрос ценовых предложений;Закупка состоялась
251;4417921-1;31356074-ЗЦП4;;"РГП ""Больница МЦ УДП РК""";Товар;Маховик;Крышка маховика Запасная часть для установленного оборудования HQ-075D япония оверлок;1;Штука;13 392.85;13 392.85;2020-06-04 09:00:00;2020-06-11 09:00:01;Запрос ценовых предложений;Закупка состоялась
252;4417921-1;31356048-ЗЦП4;;"РГП ""Больница МЦ УДП РК""";Товар;Элемент нагревательный;Тэн Запасная часть для установленного оборудования Бенмари передвижной PM-1;5;Штука;22 321.42;111 607.10;2020-06-04 09:00:00;2020-06-11 09:00:01;Запрос ценовых предложений;Закупка состоялась
253;4417921-1;31356026-ЗЦП4;;"РГП ""Больница МЦ УДП РК""";Товар;Элемент нагревательный;Тэн Запасная часть для установленного оборудования FX201E3-ZMRO1 пароконветомат;2;Штука;357 142.85;714 285.70;2020-06-04 09:00:00;2020-06-11 09:00:01;Запрос ценовых предложений;Закупка состоялась
254;4417921-1;31356060-ЗЦП4;;"РГП ""Больница МЦ УДП РК""";Товар;Клапан;Электромагнитный клапан Запасная часть для установленного оборудования Electrolux TRE0000E03225;2;Штука;31 250.00;62 500.00;2020-06-04 09:00:00;2020-06-11 09:00:01;Запрос ценовых предложений;Закупка состоялась
255;4417921-1;31356030-ЗЦП4;;"РГП ""Больница МЦ УДП РК""";Товар;Датчик тепла;Термореле (защита от перегрева)- 150-14 градус С) Запасная часть для установленного оборудования Электрокотел пищеварочный 150 л 191PI2E;2;Штука;66 964.28;133 928.56;2020-06-04 09:00:00;2020-06-11 09:00:01;Запрос ценовых предложений;Закупка состоялась
256;4417921-1;31356077-ЗЦП4;;"РГП ""Больница МЦ УДП РК""";Товар;Нож;Запасная часть для установленного оборудования Верхний подвижный нож, для бытовых оверлоков Janome HQ-075D япония оверлок;2;Штука;17 857.14;35 714.28;2020-06-04 09:00:00;2020-06-11 09:00:01;Запрос ценовых предложений;Закупка состоялась
257;4417921-1;31356070-ЗЦП4;;"РГП ""Больница МЦ УДП РК""";Товар;Пневмоклапан обратный;Обратный клапан Запасная часть для установленного оборудования Electrolux WSB4250H №72044238;4;Штука;8 035.71;32 142.84;2020-06-04 09:00:00;2020-06-11 09:00:01;Запрос ценовых предложений;Закупка состоялась
258;4405416-1;34198531-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Гидрокортизон;Гидрокортизон - суспензия (микрокристаллическая) для инъекций 2,5%, 5 мл;185;Флакон;960.80;177 748.00;2020-06-01 09:00:00;2020-06-03 18:00:00;Запрос ценовых предложений;Закупка не состоялась
259;4405416-1;30768235-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Ранибизумаб;Ранибизумаб раствор для инъекций 10 мг/мл;4;Флакон;237 905.00;951 620.00;2020-06-01 09:00:00;2020-06-03 18:00:00;Запрос ценовых предложений;Закупка не состоялась
260;4405416-1;30742777-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Афлиберцепт;Афлиберцепт раствор для инъекций 40 мг/мл;10;Флакон;231 326.86;2 313 268.60;2020-06-01 09:00:00;2020-06-03 18:00:00;Запрос ценовых предложений;Закупка не состоялась
261;4402792-1;31341558-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Буфер;Анодный буфер Из комплекта генетический анализатор 3500, 3500 XL Анодный буфер 4 шт/уп. Для проведения молекулярно-генетических исследований;5;Упаковка;128 116.00;640 580.00;2020-06-04 09:00:00;2020-06-08 18:00:00;Запрос ценовых предложений;Закупка не состоялась
262;4402792-1;31341579-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Наконечник;Наконечник Наконечники 1000 мкл, 10 упаковок по 96 шт с фильтром;5;Упаковка;53 500.00;267 500.00;2020-06-04 09:00:00;2020-06-08 18:00:00;Запрос ценовых предложений;Закупка не состоялась
263;4402792-1;31341583-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Стакан;Стакан стеклянный Стакан лабораторный градуированный Н. Из термически устойчивого (ТС), химического стекла, с носиком. Объем 100 мл. Для проведения ФИШ анализа;4;Штука;1 500.00;6 000.00;2020-06-04 09:00:00;2020-06-08 18:00:00;Запрос ценовых предложений;Закупка не состоялась
264;4402792-1;31341601-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Набор реагентов;Набор реагентов Набор для определения мутаций с гистологических срезов при подозрении на онкологические заболевания;1;Набор;9 342 333.00;9 342 333.00;2020-06-04 09:00:00;2020-06-08 18:00:00;Запрос ценовых предложений;Закупка не состоялась
265;4402792-1;31341570-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Микропробирка;Пробирки 1,5 мл с низкой адгезивностью 250шт/ Low Protein Binding Collection Tubes (1.5 mL) 250 tubes;10;Упаковка;15 023.00;150 230.00;2020-06-04 09:00:00;2020-06-08 18:00:00;Запрос ценовых предложений;Закупка не состоялась
266;4402792-1;31341564-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Набор реагентов;Набор реагентов Набо реагентов для предварительной обработки стеклопрепаратов для проведения ФИШ исследования (Предтритмент кит) на стекле;2;Набор;400 000.00;800 000.00;2020-06-04 09:00:00;2020-06-08 18:00:00;Запрос ценовых предложений;Закупка не состоялась
267;4402792-1;31341604-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Пипетка;Пипетки Пастера Пипетка Пастера 1 мл, ПЭ, градуированная, стерильная, в индивидуальной упаковке. Фасовка 100 штук;6;Упаковка;6 000.00;36 000.00;2020-06-04 09:00:00;2020-06-08 18:00:00;Запрос ценовых предложений;Закупка не состоялась
268;4402792-1;31341560-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;рН-стандарт;Размерный стандарт Из комплекта генетический анализатор 3500, 3500 XL Размерный стандарт 800 реак;1;Упаковка;509 357.00;509 357.00;2020-06-04 09:00:00;2020-06-08 18:00:00;Запрос ценовых предложений;Закупка не состоялась
269;4402792-1;31341553-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Набор реагентов;Набор реагентов для синтеза кДНК из РНК;3;Набор;578 831.00;1 736 493.00;2020-06-04 09:00:00;2020-06-08 18:00:00;Запрос ценовых предложений;Закупка не состоялась
270;4402792-1;31341582-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Стакан;Стакан полипропиленовый Стакан полипропиленовый 1000 мл со шкалой. Для проведения цитогенетических исследований;2;Штука;2 000.00;4 000.00;2020-06-04 09:00:00;2020-06-08 18:00:00;Запрос ценовых предложений;Закупка не состоялась
271;4402792-1;31341572-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Пипетка;Пипетки Пипетки лабораторные пластиковые с коническим кончиком, одноразовые, мерные градуировка 1/100, стерильные, в индивидуальной упаковке, объем на 1 мл. уп.=1000 шт.;1;Упаковка;77 220.00;77 220.00;2020-06-04 09:00:00;2020-06-08 18:00:00;Запрос ценовых предложений;Закупка не состоялась
272;4402792-1;31341535-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Набор реагентов;Набор реагентов Набор реагентов для выделения РНК из стабилизированной и свежей цельной крови 50;5;Набор;187 114.00;935 570.00;2020-06-04 09:00:00;2020-06-08 18:00:00;Запрос ценовых предложений;Закупка не состоялась
273;4402792-1;31341577-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Наконечник;Наконечник Наконечники 100 мкл, 10 упаковок по 96 шт с фильтром;5;Упаковка;53 500.00;267 500.00;2020-06-04 09:00:00;2020-06-08 18:00:00;Запрос ценовых предложений;Закупка не состоялась
274;4402792-1;31341542-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Набор реагентов;Набор для определения Набор предназначен для создания высококачественных библиотек ДНК с помощью несколько возможных рабочих процессов. Набор позволяет получить высококачественные библиотеки из 100 нг входной ДНК.Набор хранится при температуре –20°C.;3;Набор;1 161 250.00;3 483 750.00;2020-06-04 09:00:00;2020-06-08 18:00:00;Запрос ценовых предложений;Закупка не состоялась
275;4402792-1;31341543-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Набор реагентов;Набор реагентов Набор для создания фрагментной библиотеки 10 реак;3;Набор;566 681.00;1 700 043.00;2020-06-04 09:00:00;2020-06-08 18:00:00;Запрос ценовых предложений;Закупка не состоялась
276;4402792-1;31341610-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Материал специальный;Подставка для планшет, с хладагентом, 96- луночная Подставка для планшет, с хладагентом, 96- луночная, для поддержания температурного режима, с температурным индикатором;8;Штука;85 000.00;680 000.00;2020-06-04 09:00:00;2020-06-08 18:00:00;Запрос ценовых предложений;Закупка не состоялась
277;4402792-1;31341612-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Маркер;Карандаш Лабораторный маркер для предметных стекол, устойчив к воздействию ксилола, спирта, ацетона, формалина. 12 шт/уп;6;Упаковка;43 000.00;258 000.00;2020-06-04 09:00:00;2020-06-08 18:00:00;Запрос ценовых предложений;Закупка не состоялась
278;4402792-1;31341524-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Краска;Краска предназначена для окрашивания цитогенетических стеклопрепаратов, флакон 100 мл;2;Штука;38 882.00;77 764.00;2020-06-04 09:00:00;2020-06-08 18:00:00;Запрос ценовых предложений;Закупка не состоялась
279;4402792-1;31341539-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Чип;Набор чипов Набор чипов Ion 520 8 чипов;2;Набор;4 580 355.00;9 160 710.00;2020-06-04 09:00:00;2020-06-08 18:00:00;Запрос ценовых предложений;Закупка не состоялась
280;4402792-1;31341556-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Набор реагентов;Реагент Набор для генотипирования . Определении мутаций DQ2 DQ8 DQA1*05 при целиакии;4;Набор;379 459.00;1 517 836.00;2020-06-04 09:00:00;2020-06-08 18:00:00;Запрос ценовых предложений;Закупка не состоялась
281;4390754-1;31282788-ОИ2;;"РГП ""Больница МЦ УДП РК""";Товар;Набор реагентов;Набор реагентов Тест-набор для выявления скрытой крови в фекалиях человека. В упаковке 20шт;102;Упаковка;17 000.00;1 734 000.00;2020-05-28 09:00:00;2020-05-28 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
282;4389432-1;30779936-ОИ4;;"РГП ""Больница МЦ УДП РК""";Товар;Спирт;спирт этиловый ректификованный;220.174;Декалитр;5 600.00;1 232 974.40;2020-05-27 17:36:45;2020-06-01 17:36:45;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
283;4386007-1;35067383-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Стол;Стол для ПЭТ Biograph 40 True Point с рабочей станцией Syngo MMWP;1;Штука;27 381 696.43;27 381 696.43;2020-06-01 09:00:00;2020-06-03 18:00:00;Запрос ценовых предложений;Закупка не состоялась
284;4384188-1;31341562-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Набор реагентов;Набор реагентов Набор реагентов для предварительной обработки стеклопрепаратов для проведения ФИШ исследования;1;Набор;400 000.00;400 000.00;2020-05-28 09:00:00;2020-06-01 18:00:00;Запрос ценовых предложений;Закупка не состоялась
285;4384188-1;31282779-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Тест-полоски;Тест-полоски Тест-полоски (уп. 100 шт) для анализатора спермы SQA-V;3;Упаковка;120 540.00;361 620.00;2020-05-28 09:00:00;2020-06-01 18:00:00;Запрос ценовых предложений;Закупка не состоялась
286;4384188-1;31282629-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Наконечник;Наконечник для использования в анализаторе PATHFAST, уп/210 шт;1;Набор;137 160.00;137 160.00;2020-05-28 09:00:00;2020-06-01 18:00:00;Запрос ценовых предложений;Закупка не состоялась
287;4384188-1;31282776-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Капилляр;Капилляры для анализатора спермы SQA-V (уп 50 штук);7;Упаковка;199 500.00;1 396 500.00;2020-05-28 09:00:00;2020-06-01 18:00:00;Запрос ценовых предложений;Закупка не состоялась
288;4384188-1;31282627-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Тест полоска;Набор реагентов для количественного определения Troponin I, для анализатора Pathfast, 60 определений.;2;Набор;247 000.00;494 000.00;2020-05-28 09:00:00;2020-06-01 18:00:00;Запрос ценовых предложений;Закупка не состоялась
289;4384188-1;31282767-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Пробирка;Пробирки многоразовые Пробирки для тестов пластиковые, многоразовые, круглодонные.;460;Штука;45.00;20 700.00;2020-05-28 09:00:00;2020-06-01 18:00:00;Запрос ценовых предложений;Закупка не состоялась
290;4384188-1;31282794-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Набор реагентов;Набор реагентов MicroalbuPHAN Laura (50 полосок в упаковке);3;Упаковка;2 060.00;6 180.00;2020-05-28 09:00:00;2020-06-01 18:00:00;Запрос ценовых предложений;Закупка не состоялась
291;4384188-1;31282780-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Набор реагентов;Контроль Контрольный материал (3х5 мл) для анализатора спермы SQA-V;1;Упаковка;152 250.00;152 250.00;2020-05-28 09:00:00;2020-06-01 18:00:00;Запрос ценовых предложений;Закупка не состоялась
292;4383487-1;34228219-ОИ3;;"РГП ""Больница МЦ УДП РК""";Товар;Электроконвектор;Электроконвектор-1,5. Мощность обогрева 1500В, тип нагревательного элемента ТЭН, количество режимов работы - 6, с терморегулятором, тип терморегулятора - ступенчатый, тип управления - механическое, цвет корпуса - белый.;15;Штука;79 017.85;1 185 267.75;2020-05-27 09:06:06;2020-06-01 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
293;4383487-1;31239767-ОИ3;;"РГП ""Больница МЦ УДП РК""";Товар;Выключатель;"Автоматы трехполюсные 3Р D125А АВТ. ВЫКЛ 3Р D125А; номинальный рабочий ток - 125 А;";3;Штука;22 321.42;66 964.26;2020-05-27 09:06:06;2020-06-01 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
294;4383487-1;34228368-ОИ3;;"РГП ""Больница МЦ УДП РК""";Товар;Уровнемер;"Поплавочный выключатель с противовесом для контроля уровня топлива. ""Напряжение сети, В: 220 (50, 60 Гц); Максимальный коммутируемый ток, А: 8 А – для реактивной нагрузки (насосы, вентиляторы, компрессоры и т. п.);10 А – для активной нагрузки (пускатели, выключатели, тэны, лампы и т. п.);Диапазон рабочих температур: 0-60 оС;Защита: IP 68;Длина кабеля, м: 3;Дополнительно прилагается: Специальная грузила.";1;Штука;165 178.57;165 178.57;2020-05-27 09:06:06;2020-06-01 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
295;4383487-1;31260419-ОИ3;;"РГП ""Больница МЦ УДП РК""";Товар;Вилка;Вилка в розеточную сеть по образцу (UPS);100;Штука;116.07;11 607.00;2020-05-27 09:06:06;2020-06-01 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
296;4367194-1;31356071-ЗЦП3;;"РГП ""Больница МЦ УДП РК""";Товар;Датчик скорости;Датчик оборотов Запасная часть для установленного оборудования Electrolux WSB4250H № 71050267;1;Штука;75 892.85;75 892.85;2020-05-26 09:00:00;2020-05-28 18:00:00;Запрос ценовых предложений;Закупка не состоялась
297;4367194-1;31356031-ЗЦП2;;"РГП ""Больница МЦ УДП РК""";Товар;Шторка;Шторка;3;Штука;17 857.14;53 571.42;2020-05-26 09:00:00;2020-05-28 18:00:00;Запрос ценовых предложений;Закупка не состоялась
298;4367194-1;31356060-ЗЦП3;;"РГП ""Больница МЦ УДП РК""";Товар;Клапан;Электромагнитный клапан Запасная часть для установленного оборудования Electrolux TRE0000E03225;2;Штука;31 250.00;62 500.00;2020-05-26 09:00:00;2020-05-28 18:00:00;Запрос ценовых предложений;Закупка не состоялась
299;4367194-1;31356057-ЗЦП3;;"РГП ""Больница МЦ УДП РК""";Товар;Подшипник специализированный;Подшипник с обоймой Запасная часть для установленного оборудования IC44825 Electrolux №73010080;1;Штука;22 321.42;22 321.42;2020-05-26 09:00:00;2020-05-28 18:00:00;Запрос ценовых предложений;Закупка не состоялась
300;4367194-1;31356041-ЗЦП3;;"РГП ""Больница МЦ УДП РК""";Товар;Фреон;Фреон 404 А Запасная часть для установленного оборудования KXN55 12C4D ALS 235;1;Один баллон;35 714.28;35 714.28;2020-05-26 09:00:00;2020-05-28 18:00:00;Запрос ценовых предложений;Закупка не состоялась
301;4367194-1;31356047-ЗЦП3;;"РГП ""Больница МЦ УДП РК""";Товар;Лезвие;Запасная часть для установленного оборудования Sammic,SH215;2;Штука;22 321.42;44 642.84;2020-05-26 09:00:00;2020-05-28 18:00:00;Запрос ценовых предложений;Закупка не состоялась
302;4367194-1;31356074-ЗЦП3;;"РГП ""Больница МЦ УДП РК""";Товар;Маховик;Крышка маховика Запасная часть для установленного оборудования HQ-075D япония оверлок;1;Штука;13 392.85;13 392.85;2020-05-26 09:00:00;2020-05-28 18:00:00;Запрос ценовых предложений;Закупка не состоялась
303;4367194-1;31356077-ЗЦП3;;"РГП ""Больница МЦ УДП РК""";Товар;Нож;Запасная часть для установленного оборудования Верхний подвижный нож, для бытовых оверлоков Janome HQ-075D япония оверлок;2;Штука;17 857.14;35 714.28;2020-05-26 09:00:00;2020-05-28 18:00:00;Запрос ценовых предложений;Закупка не состоялась
304;4367194-1;31356050-ЗЦП3;;"РГП ""Больница МЦ УДП РК""";Товар;Ролик;Запасная часть для установленного оборудования поудомечная машина DWO77-N243 odel-F3300 DX F12M;150;Штука;3 821.42;573 213.00;2020-05-26 09:00:00;2020-05-28 18:00:00;Запрос ценовых предложений;Закупка не состоялась
305;4367194-1;31356070-ЗЦП3;;"РГП ""Больница МЦ УДП РК""";Товар;Пневмоклапан обратный;Обратный клапан Запасная часть для установленного оборудования Electrolux WSB4250H №72044238;4;Штука;8 035.71;32 142.84;2020-05-26 09:00:00;2020-05-28 18:00:00;Запрос ценовых предложений;Закупка не состоялась
306;4367194-1;31356078-ЗЦП3;;"РГП ""Больница МЦ УДП РК""";Товар;Ремень;Внутренний зубчатый ремень Запасная часть для установленного оборудования Синхронизации работы челночного механизма HQ-075D япония оверлок;1;Штука;10 714.28;10 714.28;2020-05-26 09:00:00;2020-05-28 18:00:00;Запрос ценовых предложений;Закупка не состоялась
307;4367194-1;31356048-ЗЦП3;;"РГП ""Больница МЦ УДП РК""";Товар;Элемент нагревательный;Тэн Запасная часть для установленного оборудования Бенмари передвижной PM-1;5;Штука;22 321.42;111 607.10;2020-05-26 09:00:00;2020-05-28 18:00:00;Запрос ценовых предложений;Закупка не состоялась
308;4367194-1;31356045-ЗЦП3;;"РГП ""Больница МЦ УДП РК""";Товар;Терморегулятор;Терморегулятор двух контактный Запасная часть для установленного оборудования (Vital)PM-01;5;Штука;10 714.28;53 571.40;2020-05-26 09:00:00;2020-05-28 18:00:00;Запрос ценовых предложений;Закупка не состоялась
309;4367194-1;31356076-ЗЦП3;;"РГП ""Больница МЦ УДП РК""";Товар;Кабель специализированный;Кабель для датчика оборотов Запасная часть для установленного оборудования WSB4250H №71050200;1;Штука;107 142.85;107 142.85;2020-05-26 09:00:00;2020-05-28 18:00:00;Запрос ценовых предложений;Закупка не состоялась
310;4367194-1;31356030-ЗЦП3;;"РГП ""Больница МЦ УДП РК""";Товар;Датчик тепла;Термореле (защита от перегрева)- 150-14 градус С) Запасная часть для установленного оборудования Электрокотел пищеварочный 150 л 191PI2E;2;Штука;66 964.28;133 928.56;2020-05-26 09:00:00;2020-05-28 18:00:00;Запрос ценовых предложений;Закупка не состоялась
311;4367194-1;31356026-ЗЦП3;;"РГП ""Больница МЦ УДП РК""";Товар;Элемент нагревательный;Тэн Запасная часть для установленного оборудования FX201E3-ZMRO1 пароконветомат;2;Штука;357 142.85;714 285.70;2020-05-26 09:00:00;2020-05-28 18:00:00;Запрос ценовых предложений;Закупка не состоялась
312;4367194-1;31356038-ЗЦП3;;"РГП ""Больница МЦ УДП РК""";Товар;Кнопка;Кнопка 4-х контактная Запасная часть для установленного оборудования камера низкотемпературная;5;Штука;4 464.28;22 321.40;2020-05-26 09:00:00;2020-05-28 18:00:00;Запрос ценовых предложений;Закупка не состоялась
313;4367194-1;31356069-ЗЦП2;;"РГП ""Больница МЦ УДП РК""";Товар;Пружина;Запасная часть для установленного оборудования Electrolux WSB4650H № 74030140;10;Штука;35 714.28;357 142.80;2020-05-26 09:00:00;2020-05-28 18:00:00;Запрос ценовых предложений;Закупка не состоялась
314;4366375-1;31350841-ЗЦП2;;"РГП ""Больница МЦ УДП РК""";Товар;Трансформатор сигнальный;Трансформатор 380/220/110V;1;Штука;625 000.00;625 000.00;2020-05-26 09:00:00;2020-06-02 09:00:01;Запрос ценовых предложений;Закупка состоялась
315;4366375-1;31351246-ЗЦП2;;"РГП ""Больница МЦ УДП РК""";Товар;Ремень;Ремень дверей кабины лифта 72 NF 28 S8M-3000;15;Штука;10 089.28;151 339.20;2020-05-26 09:00:00;2020-06-02 09:00:01;Запрос ценовых предложений;Закупка состоялась
316;4366375-1;31351021-ЗЦП2;;"РГП ""Больница МЦ УДП РК""";Товар;Выключатель концевой;Концевой выключатель QM-S3-1370 AC 250V 5A;10;Штука;11 160.71;111 607.10;2020-05-26 09:00:00;2020-06-02 09:00:01;Запрос ценовых предложений;Закупка состоялась
317;4366375-1;31352325-ЗЦП2;;"РГП ""Больница МЦ УДП РК""";Товар;Фотоэлемент;Фотоэлемент световая завеса приемник/передатчик, контролер на 220 VAC;30;Штука;66 964.28;2 008 928.40;2020-05-26 09:00:00;2020-06-02 09:00:01;Запрос ценовых предложений;Закупка состоялась
318;4366375-1;31352414-ЗЦП2;;"РГП ""Больница МЦ УДП РК""";Товар;Масленка;Масленка противовеса, маленькая;42;Штука;4 017.85;168 749.70;2020-05-26 09:00:00;2020-06-02 09:00:01;Запрос ценовых предложений;Закупка состоялась
319;4366375-1;35078352-ЗЦП2;;"РГП ""Больница МЦ УДП РК""";Товар;Лента чековая;Лента для кассового аппарата;2000;Штука;84.82;169 640.00;2020-05-26 09:00:00;2020-06-02 09:00:01;Запрос ценовых предложений;Закупка состоялась
320;4366375-1;31351691-ЗЦП2;;"РГП ""Больница МЦ УДП РК""";Товар;Батарея;Аккумуляторная батарея UPS 12v 7A;25;Штука;31 250.00;781 250.00;2020-05-26 09:00:00;2020-06-02 09:00:01;Запрос ценовых предложений;Закупка состоялась
321;4366375-1;31352351-ЗЦП2;;"РГП ""Больница МЦ УДП РК""";Товар;Масленка;Масленка кабины лифта, подвесная, универсальная;30;Штука;4 017.85;120 535.50;2020-05-26 09:00:00;2020-06-02 09:00:01;Запрос ценовых предложений;Закупка состоялась
322;4366375-1;31351214-ЗЦП2;;"РГП ""Больница МЦ УДП РК""";Товар;Датчик положения;Магнитный датчик SSGD-1L (NC) DC 24V;10;Штука;18 750.00;187 500.00;2020-05-26 09:00:00;2020-06-02 09:00:01;Запрос ценовых предложений;Закупка состоялась
323;4366375-1;31351269-ЗЦП2;;"РГП ""Больница МЦ УДП РК""";Товар;Датчик положения;Магнитный (герконовый) датчик МКА50202-1;10;Штука;4 017.85;40 178.50;2020-05-26 09:00:00;2020-06-02 09:00:01;Запрос ценовых предложений;Закупка состоялась
324;4366375-1;31351627-ЗЦП2;;"РГП ""Больница МЦ УДП РК""";Товар;Выключатель массы;Выключатель, датчик аварийного обрыва троса;10;Штука;8 482.14;84 821.40;2020-05-26 09:00:00;2020-06-02 09:00:01;Запрос ценовых предложений;Закупка состоялась
325;4366375-1;31351231-ЗЦП2;;"РГП ""Больница МЦ УДП РК""";Товар;Ремень;Ремень ременной передачи привода дверей VECTOR POWER Z 1238 Li 01;15;Штука;4 910.71;73 660.65;2020-05-26 09:00:00;2020-06-02 09:00:01;Запрос ценовых предложений;Закупка состоялась
326;4363268-1;35070960-ОИ2;;"РГП ""Больница МЦ УДП РК""";Товар;Двигатель;Двигатель для аппарата Axiom Luminos dRF;1;Штука;2 321 428.57;2 321 428.57;2020-05-25 09:00:00;2020-05-25 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
327;4363268-1;35070023-ОИ2;;"РГП ""Больница МЦ УДП РК""";Товар;Компрессор;Компрессор для МРТ 3Т Magnetom Skyra;1;Штука;13 214 285.71;13 214 285.71;2020-05-25 09:00:00;2020-05-25 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
