№;id объявления;id лота;id пункта плана;Заказчик;Вид предмета закупок;Наименование закупаемых товаров, работ, услуг на государственном языке (в соответствии с КТРУ);Дополнительная характеристика;Количество, объём;Единица измерения;Цена за единицу, тенге;Сумма, утвержденная для закупки, тенге;Начало приема заявок;Окончание приема заявок;Способ закупки;Статус лота
91;6525310-1;46970862-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Сервиз чайный;чайный сервиз на 12 персон;1;Комплект;250 000.00;250 000.00;2021-12-06 17:57:55;2021-12-13 17:58:00;Запрос ценовых предложений;Закупка состоялась
92;6506653-1;46135580-ОИ2;;"ТОО ""Казстройсистема""";Работа;Работы по созданию (разработке) информационной системы;Работы по разработке технического задания на информационную системы;1;Работа;7 142 857.14;7 142 857.14;2021-11-24 16:51:06;2021-11-29 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
93;6496293-1;44995517-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Кресло;кресло для сотрудников;28;Штука;40 000.00;1 120 000.00;2021-11-22 12:37:22;2021-11-29 12:37:24;Запрос ценовых предложений;Закупка состоялась
94;6496264-1;44995510-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Кресло;кресло для руководителей;4;Штука;120 000.00;480 000.00;2021-11-22 12:06:32;2021-11-29 12:06:35;Запрос ценовых предложений;Закупка состоялась
95;6486412-1;46136188-ЗЦП5;;"ТОО ""Казстройсистема""";Товар;Диск колеса;диски литые на NISSAN TEANA 2014 г.в.;4;Штука;55 803.57;223 214.28;2021-11-18 15:12:01;2021-11-25 15:12:05;Запрос ценовых предложений;Закупка состоялась
96;6482788-1;46135580-ЗЦП1;;"ТОО ""Казстройсистема""";Работа;Работы по созданию (разработке) информационной системы;Работы по разработке технического задания на информационную системы;1;Работа;7 142 857.14;7 142 857.14;2021-11-17 16:42:48;2021-11-24 16:42:51;Запрос ценовых предложений;Закупка не состоялась
97;6470945-1;41545569-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Автомобиль;автомобиль грузо-пассажирский;1;Штука;6 520 000.00;6 520 000.00;2021-11-15 10:07:24;2021-11-22 10:07:33;Запрос ценовых предложений;Закупка состоялась
98;6468543-1;46138682-ОИ2;;"ТОО ""Казстройсистема""";Товар;Тестер;тестер сети Ship G 468;1;Штука;7 000.00;7 000.00;2021-11-11 15:09:08;2021-11-16 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
99;6466534-1;46136188-ОИ4;;"ТОО ""Казстройсистема""";Товар;Диск колеса;диски литые на NISSAN TEANA 2014 г.в.;4;Штука;55 803.57;223 214.28;2021-11-11 09:27:06;2021-11-16 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
100;6443764-1;46138152-ЗЦП3;;"ТОО ""Казстройсистема""";Товар;Холодильник;холодильник;1;Штука;98 214.85;98 214.85;2021-11-05 09:29:14;2021-11-12 09:29:18;Запрос ценовых предложений;Закупка состоялась
101;6442156-1;46138226-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Печь микроволновая;микроволновая печь;1;Штука;75 000.00;75 000.00;2021-11-04 17:13:55;2021-11-11 17:13:57;Запрос ценовых предложений;Закупка состоялась
102;6441372-1;41545692-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Диск жесткий внешний;Диск жесткий внешний 1000 Гб;1;Штука;50 000.00;50 000.00;2021-11-04 15:42:13;2021-11-11 15:42:15;Запрос ценовых предложений;Закупка состоялась
103;6441195-1;46276896-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Колонка;Колонки Microlab B51(USB) Чёрный;7;Штука;7 000.00;49 000.00;2021-11-04 15:15:58;2021-11-11 15:16:01;Запрос ценовых предложений;Закупка состоялась
104;6441049-1;46138682-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Тестер;тестер сети Ship G 468;1;Штука;7 000.00;7 000.00;2021-11-04 15:01:13;2021-11-11 15:01:16;Запрос ценовых предложений;Закупка не состоялась
105;6438839-1;46136188-ЗЦП3;;"ТОО ""Казстройсистема""";Товар;Диск колеса;диски литые на NISSAN TEANA 2014 г.в.;4;Штука;55 803.57;223 214.28;2021-11-04 09:21:51;2021-11-11 09:21:55;Запрос ценовых предложений;Закупка не состоялась
106;6427845-1;46138152-ОИ2;;"ТОО ""Казстройсистема""";Товар;Холодильник;холодильник;1;Штука;98 214.85;98 214.85;2021-10-29 16:54:06;2021-11-03 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
107;6422932-1;46136188-ОИ2;;"ТОО ""Казстройсистема""";Товар;Диск колеса;диски литые на NISSAN TEANA 2014 г.в.;4;Штука;55 803.57;223 214.28;2021-10-28 14:57:12;2021-11-02 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
108;6399699-1;46138152-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Холодильник;холодильник;1;Штука;98 214.85;98 214.85;2021-10-22 16:47:00;2021-10-29 16:47:03;Запрос ценовых предложений;Закупка не состоялась
109;6394748-1;46138371-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Шина;зимняя шипованная шина;4;Штука;44 642.85;178 571.40;2021-10-21 15:15:58;2021-10-28 15:16:03;Запрос ценовых предложений;Закупка состоялась
110;6394681-1;46136188-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Диск колеса;диски литые на NISSAN TEANA 2014 г.в.;4;Штука;55 803.57;223 214.28;2021-10-21 14:50:24;2021-10-28 14:50:26;Запрос ценовых предложений;Закупка не состоялась
111;6382137-1;45807244-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Набор настольный;набор настольный;10;Штука;4 285.70;42 857.00;2021-10-18 18:28:13;2021-10-25 18:28:15;Запрос ценовых предложений;Закупка состоялась
112;6382067-1;41546170-ЗЦП1;;"ТОО ""Казстройсистема""";Услуга;Услуги по оценке имущества;Комплекс услуг по оценке имущества;1;Одна услуга;232 142.86;232 142.86;2021-10-18 17:48:27;2021-10-25 17:48:29;Запрос ценовых предложений;Закупка состоялась
113;6381980-1;41545420-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Уничтожитель бумаги и дисков;Уничтожитель бумаги и дисков, степень секретности 6;4;Штука;70 000.00;280 000.00;2021-10-18 17:37:05;2021-10-25 17:37:07;Запрос ценовых предложений;Закупка состоялась
114;6381812-1;44995502-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Веб-камера;веб-камера свыше 2 Мпикс;5;Штука;25 000.00;125 000.00;2021-10-18 17:17:04;2021-10-25 17:17:11;Запрос ценовых предложений;Закупка состоялась
115;6311485-1;44544655-ОИ2;;"ТОО ""Казстройсистема""";Товар;Молоток;Молоток Кашарова;1;Штука;49 552.86;49 552.86;2021-09-24 18:48:07;2021-09-29 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
116;6310690-1;41505197-ОИ5;;"ТОО ""Казстройсистема""";Товар;Карандаш;Карандаши простые с грифелями из графита;40;Штука;30.00;1 200.00;2021-09-24 16:45:10;2021-09-29 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
117;6281153-1;45808729-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Аппарат летательный беспилотный;квадрокоптер;1;Штука;625 000.00;625 000.00;2021-09-17 19:30:18;2021-09-24 19:30:26;Запрос ценовых предложений;Закупка состоялась
118;6281096-1;44636651-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Бюкса грунтовая (d=61мм, h=11мм, V=50мл). Исполнение – алюминий.;1;Штука;2 911.00;2 911.00;2021-09-17 18:40:21;2021-09-24 18:41:26;Запрос ценовых предложений;Закупка не состоялась
119;6281096-1;44544655-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Молоток;Молоток Кашарова;1;Штука;49 552.86;49 552.86;2021-09-17 18:40:21;2021-09-24 18:41:26;Запрос ценовых предложений;Закупка не состоялась
120;6279225-1;45800751-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Дырокол;дырокол канцелярский, механический, мощный, пробивная сила до 300 листов;2;Штука;44 642.86;89 285.72;2021-09-17 16:36:15;2021-09-24 16:36:20;Запрос ценовых предложений;Закупка состоялась
121;6279225-1;41497168-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Бумага для офисного оборудования;Бумага офисная, формата А 3, не менее 250 листов, 120 гр.;5;Упаковка;6 250.00;31 250.00;2021-09-17 16:36:15;2021-09-24 16:36:20;Запрос ценовых предложений;Закупка состоялась
122;6279225-1;45808298-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Маркер;маркер для белой доски, стирающиеся;5;Упаковка;625.00;3 125.00;2021-09-17 16:36:15;2021-09-24 16:36:20;Запрос ценовых предложений;Закупка состоялась
123;6279225-1;45808686-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Скотч;ширина 19 мм, намотка 50-70 м.;5;Штука;1 785.71;8 928.55;2021-09-17 16:36:15;2021-09-24 16:36:20;Запрос ценовых предложений;Закупка состоялась
124;6279225-1;45800968-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Дырокол;дырокол канцелярский, механический (от 1-30 листов);10;Штука;2 232.14;22 321.40;2021-09-17 16:36:15;2021-09-24 16:36:20;Запрос ценовых предложений;Закупка состоялась
125;6279225-1;45808592-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Скотч;скотч упаковочный, ширина 48 мм., намотка 230-250 м.;20;Штука;892.86;17 857.20;2021-09-17 16:36:15;2021-09-24 16:36:20;Запрос ценовых предложений;Закупка состоялась
126;6279225-1;45801173-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Скоросшиватель;картонный, белый;100;Штука;66.96;6 696.00;2021-09-17 16:36:15;2021-09-24 16:36:20;Запрос ценовых предложений;Закупка состоялась
127;6279225-1;41505197-ЗЦП4;;"ТОО ""Казстройсистема""";Товар;Карандаш;Карандаши простые с грифелями из графита;40;Штука;30.00;1 200.00;2021-09-17 16:36:15;2021-09-24 16:36:20;Запрос ценовых предложений;Закупка не состоялась
128;6279225-1;45800656-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Калькулятор;калькуляторы электронные, способные работать без внешнего источника пистания;10;Штука;5 357.14;53 571.40;2021-09-17 16:36:15;2021-09-24 16:36:20;Запрос ценовых предложений;Закупка состоялась
129;6279225-1;45808206-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Маркер;маркер-выделитель;10;Упаковка;446.43;4 464.30;2021-09-17 16:36:15;2021-09-24 16:36:20;Запрос ценовых предложений;Закупка состоялась
130;6279225-1;45802034-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Разделитель;календарный, пластиковый;25;Штука;535.71;13 392.75;2021-09-17 16:36:15;2021-09-24 16:36:20;Запрос ценовых предложений;Закупка состоялась
131;6279225-1;45801030-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Степлер;степлер канцелярский, механический, № 24/6;15;Штука;1 785.71;26 785.65;2021-09-17 16:36:15;2021-09-24 16:36:20;Запрос ценовых предложений;Закупка состоялась
132;6279225-1;45808032-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Ножницы;19 см;10;Штука;1 701.43;17 014.30;2021-09-17 16:36:15;2021-09-24 16:36:20;Запрос ценовых предложений;Закупка состоялась
133;6279225-1;45801104-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Степлер;степлер для переплета, механический, сила скрепления до 300 листов;2;Штука;13 392.86;26 785.72;2021-09-17 16:36:15;2021-09-24 16:36:20;Запрос ценовых предложений;Закупка состоялась
134;6279225-1;45807106-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Скоросшиватель;папка скоросшиватель, пластиковый;50;Штука;133.93;6 696.50;2021-09-17 16:36:15;2021-09-24 16:36:20;Запрос ценовых предложений;Закупка состоялась
135;6200962-1;41535459-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Комплекс оборудования сетевой безопасности;антивирусная программа;35;Штука;35 000.00;1 225 000.00;2021-08-23 11:00:57;2021-09-01 18:00:00;Запрос ценовых предложений;Закупка состоялась
136;6069453-1;41497168-ОИ4;;"ТОО ""Казстройсистема""";Товар;Бумага для офисного оборудования;Бумага офисная, формата А 3, не менее 250 листов, 120 гр.;4;Упаковка;5 357.25;21 429.00;2021-07-12 14:33:08;2021-07-17 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
137;6048253-1;41546002-КПКО1;;"ТОО ""Казстройсистема""";Товар;Компьютер;компьютер в комплекте с лицензионными программами;20;Комплект;495 916.80;9 918 336.00;2021-07-14 10:48:12;2021-08-04 10:48:12;Конкурс с предварительным квалификационным отбором;Закупка состоялась
138;6048251-1;41545613-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Принтер;цветной принтер для формата А 4 с 1 компл. Картриджов;1;Штука;300 000.00;300 000.00;2021-07-07 12:39:49;2021-07-14 12:39:54;Запрос ценовых предложений;Закупка состоялась
139;6035591-1;41497168-ЗЦП3;;"ТОО ""Казстройсистема""";Товар;Бумага для офисного оборудования;Бумага офисная, формата А 3, не менее 250 листов, 120 гр.;4;Упаковка;5 357.25;21 429.00;2021-07-02 14:23:55;2021-07-12 14:24:14;Запрос ценовых предложений;Закупка не состоялась
140;6033043-1;41514976-ОИ4;;"ТОО ""Казстройсистема""";Товар;Краска;краска штемпельная;3;Штука;800.00;2 400.00;2021-06-30 22:15:05;2021-07-05 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
141;6033043-1;41505197-ОИ3;;"ТОО ""Казстройсистема""";Товар;Карандаш;Карандаши простые с грифелями из графита;40;Штука;30.00;1 200.00;2021-06-30 22:15:05;2021-07-05 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
142;6033043-1;41521341-ОИ4;;"ТОО ""Казстройсистема""";Товар;Файл - вкладыш;повышенной плотности;3;Одна пачка;1 000.00;3 000.00;2021-06-30 22:15:05;2021-07-05 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
143;6033039-1;44636651-ОИ3;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Бюкса грунтовая (d=61мм, h=11мм, V=50мл). Исполнение – алюминий.;1;Штука;2 911.00;2 911.00;2021-06-30 22:06:06;2021-07-05 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
144;6033039-1;44544655-ОИ3;;"ТОО ""Казстройсистема""";Товар;Молоток;Молоток Кашарова;1;Штука;44 642.86;44 642.86;2021-06-30 22:06:06;2021-07-05 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
145;6033039-1;44545040-ОИ3;;"ТОО ""Казстройсистема""";Товар;Рулетка;Рулетка Р 2 УЗК;1;Штука;17 857.14;17 857.14;2021-06-30 22:06:06;2021-07-05 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
146;6004454-1;41514976-ЗЦП3;;"ТОО ""Казстройсистема""";Товар;Краска;краска штемпельная;3;Штука;800.00;2 400.00;2021-06-23 22:07:39;2021-06-30 22:07:42;Запрос ценовых предложений;Закупка не состоялась
147;6004454-1;41505197-ЗЦП2;;"ТОО ""Казстройсистема""";Товар;Карандаш;Карандаши простые с грифелями из графита;40;Штука;30.00;1 200.00;2021-06-23 22:07:39;2021-06-30 22:07:42;Запрос ценовых предложений;Закупка не состоялась
148;6004454-1;41521341-ЗЦП3;;"ТОО ""Казстройсистема""";Товар;Файл - вкладыш;повышенной плотности;3;Одна пачка;1 000.00;3 000.00;2021-06-23 22:07:39;2021-06-30 22:07:42;Запрос ценовых предложений;Закупка не состоялась
149;6004446-1;44636651-ЗЦП2;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Бюкса грунтовая (d=61мм, h=11мм, V=50мл). Исполнение – алюминий.;1;Штука;2 911.00;2 911.00;2021-06-23 21:57:26;2021-06-30 21:57:28;Запрос ценовых предложений;Закупка не состоялась
150;6004446-1;44544655-ЗЦП2;;"ТОО ""Казстройсистема""";Товар;Молоток;Молоток Кашарова;1;Штука;44 642.86;44 642.86;2021-06-23 21:57:26;2021-06-30 21:57:28;Запрос ценовых предложений;Закупка не состоялась
151;6004446-1;44545040-ЗЦП2;;"ТОО ""Казстройсистема""";Товар;Рулетка;Рулетка Р 2 УЗК;1;Штука;17 857.14;17 857.14;2021-06-23 21:57:26;2021-06-30 21:57:28;Запрос ценовых предложений;Закупка не состоялась
152;6003737-1;43371352-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Монитор;ЖК монитор, диагональ 27;8;Штука;78 508.00;628 064.00;2021-06-23 17:35:14;2021-06-30 17:35:16;Запрос ценовых предложений;Закупка состоялась
153;6003608-1;41540133-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Фильтр;сетевой фильтр;10;Штука;3 459.82;34 598.20;2021-06-23 17:29:51;2021-06-30 17:29:54;Запрос ценовых предложений;Закупка состоялась
154;6003608-1;41546098-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Устройство многофункциональное;Принтер МФУ, лазерный;10;Штука;77 274.00;772 740.00;2021-06-23 17:29:51;2021-06-30 17:29:54;Запрос ценовых предложений;Закупка состоялась
155;6003608-1;41546131-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Устройство многофункциональное;Принтер МФУ с автоподачей, лазерный;4;Штука;214 285.00;857 140.00;2021-06-23 17:29:51;2021-06-30 17:29:54;Запрос ценовых предложений;Закупка состоялась
156;6003608-1;41545736-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Принтер;только для бумаги формата А 3;1;Штука;655 260.00;655 260.00;2021-06-23 17:29:51;2021-06-30 17:29:54;Запрос ценовых предложений;Закупка состоялась
157;6003164-1;41504829-ОИ2;;"ТОО ""Казстройсистема""";Товар;Бумага для офисного оборудования;Бумага для офисного оборудования. формата А 4;215;Одна пачка;1 400.00;301 000.00;2021-06-22 16:30:21;2021-06-27 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
158;6003163-1;41497168-ОИ2;;"ТОО ""Казстройсистема""";Товар;Бумага для офисного оборудования;Бумага офисная, формата А 3, не менее 250 листов, 120 гр.;4;Упаковка;5 357.25;21 429.00;2021-06-22 16:30:19;2021-06-27 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
159;5978701-1;44633277-ОИ2;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Сосуд КП-305 для отмучивания щебня по ГОСТ 8269.0-97. Исполнение – оцинкованная сталь.;1;Штука;14 478.00;14 478.00;2021-06-16 10:38:49;2021-06-21 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
160;5978701-1;44635959-ОИ2;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Противень (300*240*50) Исполнение – алюминий, штамповка.;1;Штука;5 031.00;5 031.00;2021-06-16 10:38:49;2021-06-21 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
161;5978701-1;44634440-ОИ2;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Пипетка мерная КП-601/3 - для определения содержания пылевидных и глинистых частиц в песке/щебне по ГОСТ8735-88, 8269.0-97. Исполнение – нержавеющая сталь.;1;Штука;38 504.00;38 504.00;2021-06-16 10:38:49;2021-06-21 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
162;5978701-1;44634834-ОИ2;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Сосуд мерный 20л КП-601/4 (с ручками);1;Штука;21 768.00;21 768.00;2021-06-16 10:38:49;2021-06-21 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
163;5978701-1;44636392-ОИ2;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Бюкса грунтовая (d=30мм, h=25мм, V=16мл). Исполнение – алюминий.;1;Штука;1 540.00;1 540.00;2021-06-16 10:38:49;2021-06-21 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
164;5978701-1;44635861-ОИ2;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Штыковка с ручкой дл. 600, диам.16мм.;1;Штука;6 469.00;6 469.00;2021-06-16 10:38:49;2021-06-21 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
165;5978701-1;44634517-ОИ2;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Набор щеток из шести штук;1;Комплект;2 567.00;2 567.00;2021-06-16 10:38:49;2021-06-21 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
166;5978701-1;44637339-ОИ2;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Бюкса грунтовая (d=80мм, h=50мм, V=240мл). Исполнение – алюминий.;1;Штука;2 567.00;2 567.00;2021-06-16 10:38:49;2021-06-21 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
167;5978701-1;44636337-ОИ2;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Бюкса грунтовая БГ (d=50мм, h=40мм, V=70мл). Исполнение – алюминий.;1;Штука;1 643.00;1 643.00;2021-06-16 10:38:49;2021-06-21 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
168;5978701-1;44633105-ОИ2;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;инфракрасный термометр c калибровкой Fluke 63;1;Штука;100 112.00;100 112.00;2021-06-16 10:38:49;2021-06-21 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
169;5978701-1;44634686-ОИ2;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Сосуд мерный МП с ручками 5л;1;Штука;14 478.00;14 478.00;2021-06-16 10:38:49;2021-06-21 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
170;5978701-1;44637111-ОИ2;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Бюкса грунтовая (d=62мм, h=36мм, V=97мл). Исполнение – алюминий.;1;Штука;2 567.00;2 567.00;2021-06-16 10:38:49;2021-06-21 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
171;5978701-1;44634391-ОИ2;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Игла стальная - для определения содержания зерен слабых пород в щебне по ГОСТ 8269.0-97;1;Штука;729.00;729.00;2021-06-16 10:38:49;2021-06-21 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
172;5978701-1;44634777-ОИ2;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Сосуд мерный МП с ручками 10л;1;Штука;16 942.00;16 942.00;2021-06-16 10:38:49;2021-06-21 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
173;5978701-1;44636266-ОИ2;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Бюкса грунтовая БГ (d=50мм, h=20мм, V=35мл). Исполнение – алюминий.;1;Штука;1 540.00;1 540.00;2021-06-16 10:38:49;2021-06-21 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
174;5978701-1;44635061-ОИ2;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Лопатка затворения ЛЗ – для цемента по ГОСТ 310.3-76. Исполнение – нержавеющая сталь.;1;Штука;3 388.00;3 388.00;2021-06-16 10:38:49;2021-06-21 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
175;5978701-1;44636440-ОИ2;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Бюкса грунтовая (d=42мм, h=45мм, V=50мл). Исполнение – алюминий.;1;Штука;1 746.00;1 746.00;2021-06-16 10:38:49;2021-06-21 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
176;5978701-1;44633437-ОИ2;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Сосуд КП-306 для отмучивания песка по ГОСТ8735-88. Исполнение – оцинкованная сталь;1;Штука;12 835.00;12 835.00;2021-06-16 10:38:49;2021-06-21 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
177;5978701-1;44635790-ОИ2;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Штыковка с ручкой дл. 300, диам.12мм.;1;Штука;4 621.00;4 621.00;2021-06-16 10:38:49;2021-06-21 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
178;5978701-1;44635112-ОИ2;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Пластины ПЛБ к прессу для передачи нагрузки на половинки образцов-балочек 40х40х160 по ГОСТ310.4;1;Комплект;36 040.00;36 040.00;2021-06-16 10:38:49;2021-06-21 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
179;5971102-1;41504829-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Бумага для офисного оборудования;Бумага для офисного оборудования. формата А 4;215;Одна пачка;1 400.00;301 000.00;2021-06-15 16:25:47;2021-06-22 16:25:51;Запрос ценовых предложений;Закупка не состоялась
180;5971102-1;41497168-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Бумага для офисного оборудования;Бумага офисная, формата А 3, не менее 250 листов, 120 гр.;4;Упаковка;5 357.25;21 429.00;2021-06-15 16:25:47;2021-06-22 16:25:51;Запрос ценовых предложений;Закупка не состоялась
181;5951190-1;44545021-ОИ2;;"ТОО ""Казстройсистема""";Товар;Штангенциркуль;Штангенциркуль ШЦ-1-125 0,02 ЧИЗ-ПРЕМИУМ;1;Штука;38 392.86;38 392.86;2021-06-09 00:18:07;2021-06-14 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
182;5951190-1;44545060-ОИ2;;"ТОО ""Казстройсистема""";Товар;Штангенглубиномер;Штангенглубиномер ШГ-300 0,05 ЧИЗ;1;Штука;53 571.43;53 571.43;2021-06-09 00:18:07;2021-06-14 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
183;5951190-1;44544588-ОИ2;;"ТОО ""Казстройсистема""";Товар;Прибор;Форма куба 3 ФК70,7, трехгнездовая, оцинкованная 70,7х70,7х70,7 мм;1;Штука;28 571.43;28 571.43;2021-06-09 00:18:07;2021-06-14 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
184;5951190-1;44544561-ОИ2;;"ТОО ""Казстройсистема""";Товар;Прибор;Форма куба ФК 150, одногнездная, оцинкованная150х150х150 мм;1;Штука;30 357.14;30 357.14;2021-06-09 00:18:07;2021-06-14 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
185;5951190-1;44544997-ОИ2;;"ТОО ""Казстройсистема""";Товар;Линейка;Линейка стальная измерительная 500мм ЧИЗ;1;Штука;7 142.86;7 142.86;2021-06-09 00:18:07;2021-06-14 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
186;5951190-1;44544541-ОИ2;;"ТОО ""Казстройсистема""";Товар;Прибор;Форма куба 2ФК 100, 100х100х100 мм одно гнездовая, оцинкованная;1;Штука;29 464.29;29 464.29;2021-06-09 00:18:07;2021-06-14 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
187;5951190-1;44544925-ОИ2;;"ТОО ""Казстройсистема""";Товар;Пробоотборник;Комплект колец-пробоотборников КП-402 (3 кольца 100, 200, 450 см3, 3 крышки, 1 молоток для отбора проб грунта методом режущего кольца по ГОСТ 5180-84, п.6);1;Штука;44 642.86;44 642.86;2021-06-09 00:18:07;2021-06-14 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
188;5951190-1;44544621-ОИ2;;"ТОО ""Казстройсистема""";Товар;Прибор;Форма призма 70х70х280 мм ФП 70;1;Штука;54 375.00;54 375.00;2021-06-09 00:18:07;2021-06-14 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
