№;id объявления;id лота;id пункта плана;Заказчик;Вид предмета закупок;Наименование закупаемых товаров, работ, услуг на государственном языке (в соответствии с КТРУ);Дополнительная характеристика;Количество, объём;Единица измерения;Цена за единицу, тенге;Сумма, утвержденная для закупки, тенге;Начало приема заявок;Окончание приема заявок;Способ закупки;Статус лота
493;6914593-1;46685551-ЗЦП1;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Средство дезинфицирующее;Отбеливатель хлорсодержащий по 1л. (жидкий);520;Литр (куб. дм.);1 071.43;557 143.60;2022-02-16 17:05:00;2022-02-23 17:05:00;Запрос ценовых предложений;Закупка состоялась
494;6914593-1;46685557-ЗЦП1;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Cредство моющее;Средство от жира 0,,5 л.(прачечная);25;Бутылка;350.00;8 750.00;2022-02-16 17:05:00;2022-02-23 17:05:00;Запрос ценовых предложений;Закупка не состоялась
495;6914593-1;46685558-ЗЦП1;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Мыло;Мыло хозяйственное (прачечная);12;Штука;90.00;1 080.00;2022-02-16 17:05:00;2022-02-23 17:05:00;Запрос ценовых предложений;Закупка не состоялась
496;6914593-1;46685559-ЗЦП1;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Мыло;Мыло хозяйственное - синего цвета;12;Штука;150.00;1 800.00;2022-02-16 17:05:00;2022-02-23 17:05:00;Запрос ценовых предложений;Закупка не состоялась
497;6914593-1;46685548-ЗЦП1;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Порошок;Отбеливающее средство (прачечная);288;Килограмм;600.00;172 800.00;2022-02-16 17:05:00;2022-02-23 17:05:00;Запрос ценовых предложений;Закупка состоялась
498;6914593-1;46685554-ЗЦП1;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Средство моющее;Средство от пятен 0,5 л. (прачечная);10;Бутылка;6 705.00;67 050.00;2022-02-16 17:05:00;2022-02-23 17:05:00;Запрос ценовых предложений;Закупка не состоялась
499;6914593-1;46685556-ЗЦП1;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Порошок;Средство против накипи (прачечная);558;Килограмм;1 473.21;822 051.18;2022-02-16 17:05:00;2022-02-23 17:05:00;Запрос ценовых предложений;Закупка состоялась
500;6914593-1;46685547-ЗЦП1;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Средство моющее;Концентрат синтетическое моющее средство (прачечная);2720;Килограмм;625.00;1 700 000.00;2022-02-16 17:05:00;2022-02-23 17:05:00;Запрос ценовых предложений;Закупка состоялась
501;6914593-1;46685549-ЗЦП1;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Порошок;Отбеливатель пятновыводитель порошкообразный с активным кислородом. Картонная коробка по 600гр (прачечная);96;Килограмм;1 950.00;187 200.00;2022-02-16 17:05:00;2022-02-23 17:05:00;Запрос ценовых предложений;Закупка состоялась
502;6913528-1;51307991-ЗЦП1;;"АО ""ЛОК ""Ок-Жетпес""";Услуга;Услуги по техническому контролю (осмотру) дорожных транспортных средств;Проведение обязательного годового технического осмотра автомобилей и прицепов к ним, 20 ед.;1;Одна услуга;91 000.00;91 000.00;2022-02-16 12:25:00;2022-02-23 12:25:00;Запрос ценовых предложений;Закупка не состоялась
503;6913528-1;51308056-ЗЦП1;;"АО ""ЛОК ""Ок-Жетпес""";Услуга;Услуги по техническому контролю (осмотру) дорожных транспортных средств;Проведение обязательного полугодового технического осмотра автомобилей, 6 ед.;1;Одна услуга;30 500.00;30 500.00;2022-02-16 12:25:00;2022-02-23 12:25:00;Запрос ценовых предложений;Закупка не состоялась
504;6912479-1;46685528-ЗЦП1;;"АО ""ЛОК ""Ок-Жетпес""";Работа;Работы по реставрации/восстановлению изделий (кроме ремонта и реставрации объектов, мебели, оборудования);Работы по ремонту бильярдных столов;1;Работа;794 200.00;794 200.00;2022-02-17 11:39:10;2022-02-24 11:39:16;Запрос ценовых предложений;Закупка не состоялась
505;6905868-1;51373713-ЗЦП1;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Аппарат физиотерапевтический;Вибромассажер для ног;2;Штука;156 250.00;312 500.00;2022-02-15 18:05:00;2022-02-22 18:05:18;Запрос ценовых предложений;Закупка не состоялась
506;6905868-1;47815065-ЗЦП1;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Аппарат физиотерапевтический;Портативный прибор низкочастотной электротерапии;1;Штука;401 785.71;401 785.71;2022-02-15 18:05:00;2022-02-22 18:05:18;Запрос ценовых предложений;Закупка не состоялась
507;6905868-1;47815040-ЗЦП1;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Аппарат физиотерапевтический;Физиотерапевтический аппарат для лимфодренажа и прессотерапии;1;Штука;1 562 500.00;1 562 500.00;2022-02-15 18:05:00;2022-02-22 18:05:18;Запрос ценовых предложений;Закупка состоялась
508;6905868-1;47814877-ЗЦП1;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Аппарат физиотерапевтический;Аппарат магнитотерапевтический (камера общей магнитотерапии);1;Штука;3 808 035.71;3 808 035.71;2022-02-15 18:05:00;2022-02-22 18:05:18;Запрос ценовых предложений;Закупка состоялась
509;6905607-1;51134681-ЗЦП1;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Толкатель плунжера;Толкатель в сборе, артикул 5320-1108040, (тяга педали газа КАМАЗ), р/б;1;Штука;2 700.00;2 700.00;2022-02-17 10:22:23;2022-02-24 10:22:27;Запрос ценовых предложений;Закупка не состоялась
510;6905607-1;51134965-ЗЦП1;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Панель приборов;Комбинация щитка приборов ПАЗ-3205, артикул 36.3801010, р/б;2;Штука;15 300.00;30 600.00;2022-02-17 10:22:23;2022-02-24 10:22:27;Запрос ценовых предложений;Закупка не состоялась
511;6905607-1;51130271-ЗЦП1;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Аккумулятор;"Аккумуляторная батарея 6СТ-660. Длина 278мм., ширина 175мм., высота 190мм., пусковой ток 660А, полярность ""0""(+ справа). Напряжение АКБ 12В. Гарантийный срок не менее 12 месяцев. С/с";2;Штука;36 500.00;73 000.00;2022-02-17 10:22:23;2022-02-24 10:22:27;Запрос ценовых предложений;Закупка состоялась
512;6905607-1;51135333-ЗЦП1;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Электродвигатель отопителя;Электродвигатель отопителя КАМАЗ 24В МЭ237-3780, р/б;2;Штука;9 000.00;18 000.00;2022-02-17 10:22:23;2022-02-24 10:22:27;Запрос ценовых предложений;Закупка состоялась
513;6905607-1;51135564-ЗЦП1;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Цилиндр тормозной;Задний тормозной рабочий цилиндр Газель, артикул 24-3501040-01, р/б;4;Штука;4 800.00;19 200.00;2022-02-17 10:22:23;2022-02-24 10:22:27;Запрос ценовых предложений;Закупка состоялась
514;6905607-1;51131907-ЗЦП1;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Герметик;Автомобильный герметик-прокладка, 180 грамм, с/с;10;Штука;1 000.00;10 000.00;2022-02-17 10:22:23;2022-02-24 10:22:27;Запрос ценовых предложений;Закупка не состоялась
515;6905607-1;51132284-ЗЦП1;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Шина;Автошины 185\75 R16С Газель (шипованная), с предоставлением сертификата соответствия, р/б;18;Штука;27 500.00;495 000.00;2022-02-17 10:22:23;2022-02-24 10:22:27;Запрос ценовых предложений;Закупка не состоялась
516;6905607-1;47752988-ЗЦП1;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Масло моторное;Масло 5w30 полусинтетика, в бочке 200L. Вязкостные характеристики: 1. Класс вязкости по SAE - 5w30. 2. Плотность при 15⁰С - 0,85г/см³. 3. Кинематическая вязкость при 40⁰С - 61,8мм²/с. 4. Кинематическая вязкость при 100⁰С - 10,9мм²/с. 5. Индекс вязкости - 170. 6. Щелочное число - 6,9 мг КОН/г. Температурные характеристики: 1. Температура вспышки - 230⁰С. 2. Температура потери текучести: -42,5⁰С. Допуски: GM dexos1. Cоответствует: API SN-RC. ILSAC GF-5. Р/б;200;Литр (куб. дм.);3 400.00;680 000.00;2022-02-17 10:22:23;2022-02-24 10:22:27;Запрос ценовых предложений;Закупка состоялась
517;6905607-1;51130752-ЗЦП1;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Диск щеточный;Диск щеточный беспроставочный с металлическим ворсом Ф120х550мм. К коммунальному щеточному оборудованию. Р/Б;135;Штука;1 500.00;202 500.00;2022-02-17 10:22:23;2022-02-24 10:22:27;Запрос ценовых предложений;Закупка состоялась
518;6905607-1;51134483-ЗЦП1;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Педаль акселератора;Педаль газа КАМАЗ с подпятником в сборе. Артикул 53205-1108006, р/б;1;Штука;3 800.00;3 800.00;2022-02-17 10:22:23;2022-02-24 10:22:27;Запрос ценовых предложений;Закупка не состоялась
519;6905607-1;51131288-ЗЦП1;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Радиатор системы охлаждения;Радиатор ПАЗ-3205 медный 4-х рядный. Артикул: 3205-1301010, с/с;1;Штука;150 000.00;150 000.00;2022-02-17 10:22:23;2022-02-24 10:22:27;Запрос ценовых предложений;Закупка состоялась
520;6905607-1;51132163-ЗЦП1;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Кулак поворотный;Кулак поворотный (правый) в сборе со шкворнем 53205-3001009-02, с/с;1;Штука;66 000.00;66 000.00;2022-02-17 10:22:23;2022-02-24 10:22:27;Запрос ценовых предложений;Закупка не состоялась
521;6905607-1;51133942-ЗЦП1;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Насос водяной (жидкостный);Насос циркуляционный, дополнительный для автомобильной печки, 12В. Диаметр патрубков 18мм. р/б;4;Штука;8 800.00;35 200.00;2022-02-17 10:22:23;2022-02-24 10:22:27;Запрос ценовых предложений;Закупка состоялась
522;6905607-1;51135199-ЗЦП1;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Жидкость;"Концентрат карбоксилатного антифриза. Плотность при 20⁰С, г/см 1,110-1,118, температура начала кристаллизации: (при разбавлении в соотношении 1 литр концентрата на 1 литр равен ⁰С-35воды); (при разбавлении в соотношении 1 литр концентрата на 0,85 литр равен ⁰С-40воды); (при разбавлении в соотношении 1 литр концентрата на 0,5 литр равен ⁰С-65воды). Щелочность, в пределах 4,0-8,0. Водородный показатель (pH), при разбавлении в соотношении 1:1, в пределах 6,0-10,0. р/б";20;Литр (куб. дм.);3 200.00;64 000.00;2022-02-17 10:22:23;2022-02-24 10:22:27;Запрос ценовых предложений;Закупка состоялась
523;6905607-1;47753066-ЗЦП1;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Масло моторное;Масло 10W40 полусинтетика, в бочке 216,5L. Вязкостные характеристики: 1.Класс вязкости по SAE - 10w40. 2.Плотность при 20⁰С - 872кг/м³. 3.Кинематическая вязкость при 100⁰С - 14,5мм²/с. 4.Динамическая вязкость CCS при -30⁰С -6375мПа*с. 5.Индекс вязкости - 155. 6.Щелочное число - 8 мг КОН/г. Температурные характеристики: 1.Температура вспышки в открытом тигле - 234⁰С. 2.Температура застывания - -37⁰С. Категория по API: SL/CF. Р/б;216.5;Литр (куб. дм.);785.00;169 952.50;2022-02-17 10:22:23;2022-02-24 10:22:27;Запрос ценовых предложений;Закупка состоялась
524;6905607-1;51135436-ЗЦП1;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Ручка дверная;Ручка внутренняя боковой двери КАМАЗ-5320-6105180, р/б;4;Штука;2 000.00;8 000.00;2022-02-17 10:22:23;2022-02-24 10:22:27;Запрос ценовых предложений;Закупка не состоялась
525;6905607-1;51134107-ЗЦП1;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Отопитель салона;Автономный воздушный отопитель салона 12В, 3квт., на дизельном топливе. р/б;2;Штука;120 600.00;241 200.00;2022-02-17 10:22:23;2022-02-24 10:22:27;Запрос ценовых предложений;Закупка не состоялась
526;6905607-1;51134797-ЗЦП1;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Замок зажигания;Замок зажигания ВАЗ, артикул 2101-3704000-11, р/б;1;Штука;2 500.00;2 500.00;2022-02-17 10:22:23;2022-02-24 10:22:27;Запрос ценовых предложений;Закупка состоялась
527;6905607-1;51131586-ЗЦП1;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Ремень привода генератора;Ремень генератора ПАЗ 1370, с/с;4;Штука;1 500.00;6 000.00;2022-02-17 10:22:23;2022-02-24 10:22:27;Запрос ценовых предложений;Закупка не состоялась
528;6905607-1;51135030-ЗЦП1;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Панель приборов;Комбинация приборов ВАЗ-21213, 2006г.в., карбюраторный. р/б;1;Штука;55 000.00;55 000.00;2022-02-17 10:22:23;2022-02-24 10:22:27;Запрос ценовых предложений;Закупка не состоялась
529;6904089-1;47411943-ЗЦП2;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Набор;Косметический набор для ванной комнаты;1000;Штука;170.00;170 000.00;2022-02-15 16:25:00;2022-02-22 16:25:28;Запрос ценовых предложений;Закупка состоялась
530;6904089-1;47411935-ЗЦП2;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Лосьон;Бальзам для волос;3000;Штука;193.00;579 000.00;2022-02-15 16:25:00;2022-02-22 16:25:28;Запрос ценовых предложений;Закупка состоялась
531;6901625-1;46685355-ЗЦП2;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Панкреатин;Таблетки, покрытые кишечнорастворимой оболочкой №20;10;Упаковка;1 360.00;13 600.00;2022-02-15 15:10:00;2022-02-22 15:10:00;Запрос ценовых предложений;Закупка не состоялась
532;6901625-1;46685354-ЗЦП2;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Фенилэфрин;Фенилэфрин. Раствор для инъекций 10 мг/мл 1 мл № 10;1;Упаковка;748.65;748.65;2022-02-15 15:10:00;2022-02-22 15:10:00;Запрос ценовых предложений;Закупка не состоялась
533;6901625-1;46685319-ЗЦП2;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Магния аспарагинат, калия аспарагинат;Калия и магния аспарагинат (раствор для инфузий, 250 мл);5;Флакон;1 900.00;9 500.00;2022-02-15 15:10:00;2022-02-22 15:10:00;Запрос ценовых предложений;Закупка не состоялась
534;6901625-1;46685369-ЗЦП2;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Нафазолин;Нафазолин - DF 0,1,0;40;Флакон;94.00;3 760.00;2022-02-15 15:10:00;2022-02-22 15:10:00;Запрос ценовых предложений;Закупка не состоялась
535;6901625-1;46685360-ЗЦП2;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Мукалтин;Мукалтин 50мг №10;100;Упаковка;175.00;17 500.00;2022-02-15 15:10:00;2022-02-22 15:10:00;Запрос ценовых предложений;Закупка не состоялась
536;6901625-1;46685389-ЗЦП2;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Пентоксифиллин;Пентоксифиллин 2% 5мл №5;10;Упаковка;550.00;5 500.00;2022-02-15 15:10:00;2022-02-22 15:10:00;Запрос ценовых предложений;Закупка не состоялась
537;6901625-1;46685373-ЗЦП2;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Нимесулид;Нимесулид. Гранулы для приготовления суспензии для приема внутрь 2 г №30;6;Упаковка;4 070.00;24 420.00;2022-02-15 15:10:00;2022-02-22 15:10:00;Запрос ценовых предложений;Закупка не состоялась
538;6901625-1;46685304-ЗЦП2;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Натрия ацетата тригидрат, Натрия хлорид;Раствор для инфузий, 200 мл, №1. действующие вещества: натрия ацетат тригидрат, натрия хлорид;15;Флакон;255.00;3 825.00;2022-02-15 15:10:00;2022-02-22 15:10:00;Запрос ценовых предложений;Закупка не состоялась
539;6901625-1;46685328-ЗЦП2;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Амиодарон;Кордарон 3 мл. №6;1;Упаковка;2 110.00;2 110.00;2022-02-15 15:10:00;2022-02-22 15:10:00;Запрос ценовых предложений;Закупка не состоялась
540;6901625-1;46685372-ЗЦП2;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Неомицина сульфат, Дексаметазона натрия фосфат, Полимиксина В сульфат;Глазные, назальные и ушные капли 5 мл.;20;Флакон;450.00;9 000.00;2022-02-15 15:10:00;2022-02-22 15:10:00;Запрос ценовых предложений;Закупка не состоялась
541;6901625-1;46685310-ЗЦП2;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Нитроглицерин;Изокет раствор 0,1% 10мл №5;1;Упаковка;8 500.00;8 500.00;2022-02-15 15:10:00;2022-02-22 15:10:00;Запрос ценовых предложений;Закупка не состоялась
542;6901340-1;51089160-ЗЦП2;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Маска;Респиратор-маска;500;Штука;150.00;75 000.00;2022-02-15 14:50:00;2022-02-22 14:50:00;Запрос ценовых предложений;Закупка не состоялась
543;6901340-1;46685332-ЗЦП2;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Средство дезинфицирующее;Медицинское дезинфицирующее средство. Применяется для дезинфекции, пред стерилизации, очистки, стерилизации ИМН;10;Флакон;3 700.00;37 000.00;2022-02-15 14:50:00;2022-02-22 14:50:00;Запрос ценовых предложений;Закупка не состоялась
544;6901340-1;46685272-ЗЦП2;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Аммиак;Амиака 10% р-р10мл;10;Флакон;55.00;550.00;2022-02-15 14:50:00;2022-02-22 14:50:00;Запрос ценовых предложений;Закупка не состоялась
545;6901340-1;46685302-ЗЦП2;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Диклофенак;Диклоберл 75 мг/3,0 № 5;20;Упаковка;1 320.00;26 400.00;2022-02-15 14:50:00;2022-02-22 14:50:00;Запрос ценовых предложений;Закупка состоялась
546;6901340-1;46685409-ЗЦП2;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Листья шалфея;Сердечно-сосудистый фито-чай1,5гр №20.;300;Упаковка;280.00;84 000.00;2022-02-15 14:50:00;2022-02-22 14:50:00;Запрос ценовых предложений;Закупка состоялась
547;6901340-1;46685404-ЗЦП2;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Фито-чай;Фито-чай Желчегонный с витаминным комплексом 1,5г №20;400;Упаковка;280.00;112 000.00;2022-02-15 14:50:00;2022-02-22 14:50:00;Запрос ценовых предложений;Закупка состоялась
548;6901340-1;46685413-ЗЦП2;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Шиповник;Фито-чай витаминный общеукрепляющий чай 2,0 №20;300;Упаковка;280.00;84 000.00;2022-02-15 14:50:00;2022-02-22 14:50:00;Запрос ценовых предложений;Закупка не состоялась
549;6901340-1;46685374-ЗЦП2;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Нитроглицерин;Нитроглицерин №40;10;Упаковка;530.00;5 300.00;2022-02-15 14:50:00;2022-02-22 14:50:00;Запрос ценовых предложений;Закупка не состоялась
550;6901340-1;46685273-ЗЦП2;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Анальгин, фенобарбитал, дибазол, папаверина гидрохлорид;Анальгина 50% 2 мл №10;5;Упаковка;380.00;1 900.00;2022-02-15 14:50:00;2022-02-22 14:50:00;Запрос ценовых предложений;Закупка состоялась
551;6901340-1;46685281-ЗЦП2;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Ипратропия бромид;Аэрозоль для ингаляций, дозированный, 10 мл, 200 доз, № 1;5;Флакон;4 000.00;20 000.00;2022-02-15 14:50:00;2022-02-22 14:50:00;Запрос ценовых предложений;Закупка не состоялась
552;6901340-1;46685427-ЗЦП2;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Водноспиртовый раствор медицинский;Спирт этилов 70% 50 мл;200;Флакон;100.00;20 000.00;2022-02-15 14:50:00;2022-02-22 14:50:00;Запрос ценовых предложений;Закупка состоялась
553;6901340-1;46685392-ЗЦП2;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Преднизолон;Преднизолон 30 мг №5;5;Упаковка;800.00;4 000.00;2022-02-15 14:50:00;2022-02-22 14:50:00;Запрос ценовых предложений;Закупка не состоялась
554;6900285-1;47411936-ОИ2;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Гель;Гель для душа;3000;Штука;129.00;387 000.00;2022-02-15 13:08:40;2022-02-22 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
555;6900285-1;47411956-ОИ2;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Набор;Набор для бритья (гостиничный комплекс);2000;Штука;190.00;380 000.00;2022-02-15 13:08:40;2022-02-22 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
556;6900285-1;47411955-ОИ2;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Зубные нити;Зубной набор, отельный, одноразовый, в картонной упаковке, зубная щетка и миниупаковка зубной пасты для гостиничного комплекса.;3500;Набор;120.00;420 000.00;2022-02-15 13:08:40;2022-02-22 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
557;6899520-1;51088074-ОИ2;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Шприц;Шприц 2мл. игла 23Gx1;800;Штука;15.00;12 000.00;2022-02-15 12:47:27;2022-02-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
558;6899520-1;51088008-ОИ2;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Шприц;Шприц 10мл. игла 21Gx;400;Штука;25.00;10 000.00;2022-02-15 12:47:27;2022-02-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
559;6899520-1;46685412-ОИ2;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Фито-чай;Фито-чай Грудной 1,5 №20;300;Упаковка;280.00;84 000.00;2022-02-15 12:47:27;2022-02-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
560;6898463-1;47814791-ЗЦП1;;"АО ""ЛОК ""Ок-Жетпес""";Услуга;Услуги по техническому обслуживанию контрольно-кассового оборудования;Абонентская оплата обслуживания контрольно-кассовых аппаратов;1;Одна услуга;54 000.00;54 000.00;2022-02-15 12:25:00;2022-02-22 12:25:00;Запрос ценовых предложений;Закупка не состоялась
561;6897616-1;47814717-ЗЦП1;;"АО ""ЛОК ""Ок-Жетпес""";Услуга;Услуги по техническому обслуживанию контрольно-кассового оборудования;Услуги по техническому обслуживанию контрольно-кассового оборудования;1;Одна услуга;30 000.00;30 000.00;2022-02-15 12:25:00;2022-02-22 12:25:14;Запрос ценовых предложений;Закупка не состоялась
562;6892132-1;51087908-ЗЦП2;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Шприц;Шприц 20мл. 20G игла 3-х компонентный;200;Штука;30.00;6 000.00;2022-02-14 17:50:00;2022-02-22 18:00:00;Запрос ценовых предложений;Закупка не состоялась
563;6892132-1;46685431-ЗЦП2;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Сульфацетамид;Сульфацил натрия 30% -5,0;20;Флакон;320.00;6 400.00;2022-02-14 17:50:00;2022-02-22 18:00:00;Запрос ценовых предложений;Закупка не состоялась
564;6892132-1;46685434-ЗЦП2;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Препарат от кашля;Таблетки от кашля №10;100;Упаковка;55.00;5 500.00;2022-02-14 17:50:00;2022-02-22 18:00:00;Запрос ценовых предложений;Закупка не состоялась
565;6892132-1;51086160-ЗЦП2;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Парацетамол, аскорбиновая кислота, фенилэфрина гидрохлорид;Порошок для приготовления раствора для приема внутрь, без сахара для взрослых №8;5;Упаковка;1 800.00;9 000.00;2022-02-14 17:50:00;2022-02-22 18:00:00;Запрос ценовых предложений;Закупка не состоялась
566;6892132-1;51086606-ЗЦП2;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Нитрофурал;Фурацилин 0,02 №10;50;Упаковка;70.00;3 500.00;2022-02-14 17:50:00;2022-02-22 18:00:00;Запрос ценовых предложений;Закупка не состоялась
567;6892132-1;51086533-ЗЦП2;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Фуросемид;Фуросемид 0,04 №10;10;Упаковка;60.00;600.00;2022-02-14 17:50:00;2022-02-22 18:00:00;Запрос ценовых предложений;Закупка не состоялась
568;6892132-1;51086712-ЗЦП2;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Хлоргексидина биглюконат, хлоркрезол, гексамидина диизетионат;Хлоргексидина биглюконат 0,05% 100мл;40;Флакон;140.00;5 600.00;2022-02-14 17:50:00;2022-02-22 18:00:00;Запрос ценовых предложений;Закупка не состоялась
569;6892132-1;46685435-ЗЦП2;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Клемастин;Раствор для внутривенного и внутримышечного введения 2мл №5;5;Упаковка;1 500.00;7 500.00;2022-02-14 17:50:00;2022-02-22 18:00:00;Запрос ценовых предложений;Закупка не состоялась
570;6892132-1;46685300-ЗЦП2;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Дексаметазон;Дексаметазон 4мг/1 мл № 25;1;Упаковка;1 900.00;1 900.00;2022-02-14 17:50:00;2022-02-22 18:00:00;Запрос ценовых предложений;Закупка не состоялась
571;6892132-1;46685295-ЗЦП2;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Гидрокортизон;Гидрокортизон мазь 0,5% 10гр. для наружного применения;60;Упаковка;245.00;14 700.00;2022-02-14 17:50:00;2022-02-22 18:00:00;Запрос ценовых предложений;Закупка не состоялась
572;6891074-1;46685414-ОИ2;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Фито-чай;Фито-чай Желудочный с п/восп комп 1,0;200;Упаковка;270.00;54 000.00;2022-02-14 17:02:26;2022-02-21 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
573;6891074-1;46685421-ОИ2;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Алюминия гидроксид, магния гидроксид;Таблетки жевательные мятные, №24 (Антацидный препарат);10;Упаковка;1 050.00;10 500.00;2022-02-14 17:02:26;2022-02-21 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
574;6891074-1;46685311-ОИ2;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Ингалипт;Ингалипт 30мл. (аэрозоль );20;Флакон;495.00;9 900.00;2022-02-14 17:02:26;2022-02-21 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
575;6891074-1;46685410-ОИ2;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Фито-чай;Фито-чай Успокоительный №20;200;Упаковка;280.00;56 000.00;2022-02-14 17:02:26;2022-02-21 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
576;6891074-1;46685322-ОИ2;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Каптоприл;Каптоприл №40;20;Упаковка;140.00;2 800.00;2022-02-14 17:02:26;2022-02-21 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
577;6889487-1;47411953-ЗЦП1;;"АО ""ЛОК ""Ок-Жетпес""";Товар;Шампунь;Шампунь одноразовый. Отельный, во флаконе цилиндрической формы, объемом 30 мг.;45000;Штука;129.00;5 805 000.00;2022-02-14 16:15:00;2022-02-22 18:00:00;Запрос ценовых предложений;Закупка состоялась
578;6841918-1;46685499-ЗЦП1;;"АО ""ЛОК ""Ок-Жетпес""";Услуга;Услуги телекоммуникационные;Предоставление доступа к сети Интернет ЕШДИ, без учета трафика (Unlimited) на скорости 3/3 Мбит/с, поддержка блока из 4 адресов в течение 10 месяцев, в представительстве АО в г.Нур-Султан;1;Одна услуга;420 000.00;420 000.00;2022-02-09 14:45:00;2022-02-16 14:45:00;Запрос ценовых предложений;Закупка не состоялась
