№;id объявления;id лота;id пункта плана;Заказчик;Вид предмета закупок;Наименование закупаемых товаров, работ, услуг на государственном языке (в соответствии с КТРУ);Дополнительная характеристика;Количество, объём;Единица измерения;Цена за единицу, тенге;Сумма, утвержденная для закупки, тенге;Начало приема заявок;Окончание приема заявок;Способ закупки;Статус лота
280;6296946-1;45797415-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Работа;Работы по ремонту/модернизации контрольно-измерительных приборов и автоматики и аналогичных измерительных средств и оборудования;Монтаж, пусконаладочные работы датчика контроля уровня толпива в резервуарах котельной (с поверкой);1;Работа;5 169 642.86;5 169 642.86;2021-09-22 10:00:32;2021-09-29 10:00:41;Запрос ценовых предложений;Закупка не состоялась
281;6296052-1;45797205-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Ведро;Ведро пластиковое, 10 литров;10;Штука;598.21;5 982.10;2021-09-22 10:00:23;2021-09-29 10:00:32;Запрос ценовых предложений;Закупка не состоялась
282;6296052-1;45797167-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Перчатки;Перчатки резиновые латексные для уборки помещений (размеры M и L);167;Пара;400.89;66 948.63;2021-09-22 10:00:23;2021-09-29 10:00:32;Запрос ценовых предложений;Закупка состоялась
283;6296052-1;45797190-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Ведро;Ведро пластиковое, 5 литров;5;Штука;308.04;1 540.20;2021-09-22 10:00:23;2021-09-29 10:00:32;Запрос ценовых предложений;Закупка не состоялась
284;6296052-1;45797129-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Батарейка;Батарейки типа АА, в упаковке по 2 штуки;50;Упаковка;361.61;18 080.50;2021-09-22 10:00:23;2021-09-29 10:00:32;Запрос ценовых предложений;Закупка состоялась
285;6282008-1;38655412-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Услуга;Услуги по периодическому медицинскому осмотру персонала;Услуги обязательного медицинского осмотра согласно перечню вредных производственных факторов;1;Одна услуга;513 900.00;513 900.00;2021-09-17 11:00:15;2021-09-24 11:00:31;Запрос ценовых предложений;Закупка состоялась
286;6281720-1;45797230-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Топливо дизельное;Топливо дизельное (летнее);4500;Литр (куб. дм.);176.79;795 555.00;2021-09-17 10:00:40;2021-09-24 10:00:48;Запрос ценовых предложений;Закупка не состоялась
287;6277421-1;38658009-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Услуга;Услуги по удалению неопасных отходов/имущества/материалов;Услуги по утилизации запасов;1;Одна услуга;202 900.00;202 900.00;2021-09-17 12:15:06;2021-09-24 12:15:24;Запрос ценовых предложений;Закупка состоялась
288;6276752-1;44696353-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Шкаф;Шкаф металлический архивный двухсекционный, размеры: 1860мм*850мм*500мм, оснащен замком повышенной секретности (ригельная система запирания). Покрытие-полимерное порошковое серого цвета, устойчиво к царапинам;1;Штука;83 273.21;83 273.21;2021-09-16 09:00:02;2021-09-23 19:00:00;Запрос ценовых предложений;Закупка не состоялась
289;6276752-1;44696401-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Шкаф;Шкаф металлический разборный с 4 отделениями, размеры: 1860мм*600мм*500мм, отделение каждого шкафа оснащено замком повышенной секретности (ригельная система запирания). Покрытие-полимерное порошковое серого цвета, устойчиво к царапинам;1;Штука;66 552.68;66 552.68;2021-09-16 09:00:02;2021-09-23 19:00:00;Запрос ценовых предложений;Закупка не состоялась
290;6276061-1;45797338-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Услуга;Услуги дефектоскопические;Услуги по проведению дефектоскопии пожарных резервуаров;1;Одна услуга;385 000.00;385 000.00;2021-09-16 09:01:00;2021-09-23 19:00:00;Запрос ценовых предложений;Закупка не состоялась
291;6265416-1;38657050-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Услуга;Услуги по продлению лицензий на право использования программного обеспечения;Подписка на техническую поддержку от разработчиков Kaspersky программного пакета для антивирусной безопасности среды виртуальных серверов (централизованного места хранения и обработки корпоративной информации) с возможностью постоянных обновлений, включающих дополнительные функциональные возможности, в том числе обновление антивирусных баз, 32 штуки;1;Одна услуга;2 137 142.86;2 137 142.86;2021-09-14 10:22:59;2021-09-21 10:23:10;Запрос ценовых предложений;Закупка состоялась
292;6265416-1;38657096-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Услуга;Услуги по продлению лицензий на право использования программного обеспечения;Подписка на техническую поддержку от разработчиков Kaspersky программного пакета для антивирусной безопасности компьютеров/ ноутбуков/ планшетов, в том числе на ВС с возможностью постоянных обновлений, включающих дополнительные функциональные возможности, в том числе обновление антивирусных баз, 150 штук;1;Одна услуга;1 071 428.57;1 071 428.57;2021-09-14 10:22:59;2021-09-21 10:23:10;Запрос ценовых предложений;Закупка состоялась
293;6265416-1;38656892-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Услуга;Услуги по продлению лицензий на право использования программного обеспечения;Интернет-шлюз Kerio Control Server (incl 150 users, 1 yr SWM) MAINTENANCE + Sophos AV Server Extension, 150 users MAINTENANCE + Web Filter, 150 users;1;Одна услуга;1 427 678.57;1 427 678.57;2021-09-14 10:22:59;2021-09-21 10:23:10;Запрос ценовых предложений;Закупка состоялась
294;6265416-1;38656953-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Услуга;Услуги по продлению лицензий на право использования программного обеспечения;Почтовый сервер Kerio Connect Server (incl 150 users, 1 yr SWM) MAINTENANCE + Sophos AV Server Extension, 150 users MAINTENANCE;1;Одна услуга;946 428.57;946 428.57;2021-09-14 10:22:59;2021-09-21 10:23:10;Запрос ценовых предложений;Закупка состоялась
295;6265416-1;38657197-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Услуга;Услуги по продлению лицензий на право использования программного обеспечения;Kaspersky System Management. 150-249 System Management Node 1 year Base License, 150 штук;1;Одна услуга;1 995 535.71;1 995 535.71;2021-09-14 10:22:59;2021-09-21 10:23:10;Запрос ценовых предложений;Закупка состоялась
296;6255463-1;38659209-ЗЦП2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Работа;Работы по изготовлению символов/наград и нагрудных знаков/флагов;Работы по изготовлению бейджей размером 8,5 см*5,5 см, цветной, с фотографией, ламинированный, 50 штук;1;Работа;6 696.43;6 696.43;2021-09-10 09:00:21;2021-09-17 09:00:30;Запрос ценовых предложений;Закупка не состоялась
297;6250258-1;38639097-КПКО2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Ботинки;Ботинки кожаные мужские с масловодоотталкивающими свойствами, противоскользящим износостойким протектором, ударопрочным металлическим подноском, ГОСТ 28507-99 и ГОСТ 12.4.137-2001;6;Пара;17 227.68;103 366.08;2021-09-27 17:33:29;2021-09-30 17:33:29;Конкурс с предварительным квалификационным отбором;Закупка не состоялась
298;6250258-1;38640326-КПКО2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Костюм;Костюм женский утепленный (куртка и полукомбинезон) хлопчатобумажной основе с масловодоотталкивающей пропиткой, подкладка отстегивающаяся, на натуральном (или искусственном меху) с меховым воротником, для защиты от пониженных температур;1;Комплект;25 549.11;25 549.11;2021-09-27 17:33:29;2021-09-30 17:33:29;Конкурс с предварительным квалификационным отбором;Закупка не состоялась
299;6250258-1;38643470-КПКО2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Перчатки;Перчатки зимние от пониженных температур, с усиленным наладонником, для защиты рук технические, ГОСТ 12.4.252-2013;54;Пара;3 968.75;214 312.50;2021-09-27 17:33:29;2021-09-30 17:33:29;Конкурс с предварительным квалификационным отбором;Закупка не состоялась
300;6250258-1;38644582-КПКО2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Перчатки;Перчатки кругловязаные утепленные трикотажные с точечным ПВХ (или полимерным) покрытием, устойчивые к механическим повреждениям, ГОСТ 12.4.252-2013;312;Пара;687.50;214 500.00;2021-09-27 17:33:29;2021-09-30 17:33:29;Конкурс с предварительным квалификационным отбором;Закупка не состоялась
301;6250258-1;38645654-КПКО2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Рукавицы;Рукавицы брезентовые с двойным наладонником, для защиты от механических воздействий, ГОСТ 12.4.010-75;34;Пара;602.68;20 491.12;2021-09-27 17:33:29;2021-09-30 17:33:29;Конкурс с предварительным квалификационным отбором;Закупка не состоялась
302;6250258-1;38647216-КПКО2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Фартук;Фартук водонепроницаемый из ткани прорезиненной или из ткани с пленочным покрытием, для защиты от растворов кислот концентрации до 80% и щелочей до 50%, от воды, нефти и нефтепродуктов, жиров и масел, ГОСТ 12.4.029-76;5;Штука;1 995.54;9 977.70;2021-09-27 17:33:29;2021-09-30 17:33:29;Конкурс с предварительным квалификационным отбором;Закупка не состоялась
303;6250258-1;38645986-КПКО2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Ботинки;Ботинки мужские кожаные утепленные, для защиты от механических воздействий, ГОСТ 28507-99;18;Пара;20 705.36;372 696.48;2021-09-27 17:33:29;2021-09-30 17:33:29;Конкурс с предварительным квалификационным отбором;Закупка не состоялась
304;6250258-1;44808384-КПКО2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Пояс;Пояс предохранительный, страховочный, лямочный;11;Штука;20 428.57;224 714.27;2021-09-27 17:33:29;2021-09-30 17:33:29;Конкурс с предварительным квалификационным отбором;Закупка не состоялась
305;6250258-1;44808894-КПКО2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Куртка;Куртка зимняя с капюшоном;11;Штука;47 450.89;521 959.79;2021-09-27 17:33:29;2021-09-30 17:33:29;Конкурс с предварительным квалификационным отбором;Закупка не состоялась
306;6250258-1;38647880-КПКО2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Косынка;Косынка хлопчатобумажная, женская;13;Штука;562.50;7 312.50;2021-09-27 17:33:29;2021-09-30 17:33:29;Конкурс с предварительным квалификационным отбором;Закупка не состоялась
307;6250258-1;44808432-КПКО2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Костюм;Костюм мужской (куртка-полукомбинезон/или брюки) брезентовый;1;Комплект;9 772.32;9 772.32;2021-09-27 17:33:29;2021-09-30 17:33:29;Конкурс с предварительным квалификационным отбором;Закупка не состоялась
308;6250258-1;44808208-КПКО2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Полуботинки;Полуботинки для защиты от механических воздействий, мужские, кожаные, утепленные;5;Пара;35 714.29;178 571.45;2021-09-27 17:33:29;2021-09-30 17:33:29;Конкурс с предварительным квалификационным отбором;Закупка не состоялась
309;6250258-1;38636546-КПКО2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Костюм;Костюм летний (куртка и брюки/полукомбинезон) мужской из хлопчатобумажной ткани с экранирующими свойствами для защиты от вредного воздействия электромагнитных и электростатических полей, а также защиты от общих производственных загрязнений и механических воздействий, ГОСТ 12.4.172-2014;8;Комплект;36 208.93;289 671.44;2021-09-27 17:33:29;2021-09-30 17:33:29;Конкурс с предварительным квалификационным отбором;Закупка не состоялась
310;6250258-1;38643800-КПКО2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Перчатки;Перчатки кругловязаные шерстяные, для защиты рук технические, с точечным покрытием ПХВ, ГОСТ 12.4.252-2013;20;Пара;334.82;6 696.40;2021-09-27 17:33:29;2021-09-30 17:33:29;Конкурс с предварительным квалификационным отбором;Закупка не состоялась
311;6250258-1;38645724-КПКО2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Галоши;Галоши мужские специальные диэлектрические, резиновые, ГОСТ 13385-78;4;Пара;5 491.07;21 964.28;2021-09-27 17:33:29;2021-09-30 17:33:29;Конкурс с предварительным квалификационным отбором;Закупка не состоялась
312;6250258-1;38638403-КПКО2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Костюм;Костюм мужской противоипритный (при выполнении работы в топливных баках) мужской, ГОСТ 12.4.258-2014;6;Комплект;6 406.25;38 437.50;2021-09-27 17:33:29;2021-09-30 17:33:29;Конкурс с предварительным квалификационным отбором;Закупка не состоялась
313;6250258-1;44808711-КПКО2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Куртка;"Куртка демисезонная с водооталкивающей пропиткой с застежкой ""на молнию""";29;Штука;41 812.50;1 212 562.50;2021-09-27 17:33:29;2021-09-30 17:33:29;Конкурс с предварительным квалификационным отбором;Закупка не состоялась
314;6250258-1;38646848-КПКО2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Халат;Халат женский из ткани хлопчатобумажной с маслоотталкивающей пропиткой (маркировка (классификация) - МВО), ГОСТ 12.4.131-83;3;Штука;6 102.68;18 308.04;2021-09-27 17:33:29;2021-09-30 17:33:29;Конкурс с предварительным квалификационным отбором;Закупка не состоялась
315;6250258-1;44808242-КПКО2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Костюм;Костюм мужской утепленный (куртка и брюки) из ткани хлопчатобумажной с масловодоотталкивающей пропиткой, подкладка отстегивающаяся с меховым воротником;1;Комплект;39 473.21;39 473.21;2021-09-27 17:33:29;2021-09-30 17:33:29;Конкурс с предварительным квалификационным отбором;Закупка не состоялась
316;6250258-1;38636674-КПКО2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Костюм;Костюм летний (куртка и полукомбинезон/или брюки) женский из хлопчатобумажной ткани для защиты от производственных загрязнений, ГОСТ 12.4.280-2014;10;Комплект;10 473.21;104 732.10;2021-09-27 17:33:29;2021-09-30 17:33:29;Конкурс с предварительным квалификационным отбором;Закупка не состоялась
317;6234896-1;38622263-ОИ2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Шина;Шина зимняя шипованная 195/70R 15C для автомобиля Toyota Hiace (2015 г.в.);20;Штука;31 026.79;620 535.80;2021-09-03 09:11:03;2021-09-08 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
318;6228681-1;38659209-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Работа;Работы по изготовлению символов/наград и нагрудных знаков/флагов;Работы по изготовлению бейджей размером 8,5 см*5,5 см, цветной, с фотографией, ламинированный, 50 штук;1;Работа;6 696.43;6 696.43;2021-09-02 09:00:00;2021-09-09 09:00:00;Запрос ценовых предложений;Закупка не состоялась
319;6228222-1;38658919-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Услуга;Услуги полиграфические по изготовлению/печатанию полиграфической продукции (кроме книг, фото, периодических изданий);Услуги по изготовлению журналов регистрации и учета формата А4 книжный или альбомный, твердый переплет, 100 листов, пронумерованные страницы, 49 штук;1;Одна услуга;140 000.00;140 000.00;2021-09-02 09:00:00;2021-09-09 09:00:00;Запрос ценовых предложений;Закупка состоялась
320;6228222-1;38658954-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Услуга;Услуги полиграфические по изготовлению/печатанию полиграфической продукции (кроме книг, фото, периодических изданий);Услуги по изготовлению визитных карточек с нанесением текста на 2 языках с 2 сторон, 350 штук;1;Одна услуга;12 500.00;12 500.00;2021-09-02 09:00:00;2021-09-09 09:00:00;Запрос ценовых предложений;Закупка состоялась
321;6228222-1;38659061-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Услуга;Услуги полиграфические по изготовлению/печатанию полиграфической продукции (кроме книг, фото, периодических изданий);Услуги по изготовлению ежедневников формата А5, недатированный, 20 штук;1;Одна услуга;89 285.71;89 285.71;2021-09-02 09:00:00;2021-09-09 09:00:00;Запрос ценовых предложений;Закупка состоялась
322;6228222-1;38659142-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Услуга;Услуги полиграфические по изготовлению/печатанию полиграфической продукции (кроме книг, фото, периодических изданий);Услуги по изготовлению бланков путевых листов для грузовых автомашин формата А5, плотность 80 г/м², двусторонний с нумерацией в правом нижнем углу, один фоновый цвет, 2000 штук;1;Одна услуга;285 714.86;285 714.86;2021-09-02 09:00:00;2021-09-09 09:00:00;Запрос ценовых предложений;Закупка состоялась
323;6227512-1;38659635-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Работа;Работы по изготовлению архивных коробок;Работы по изготовлению архивных картонных коробок, 1,75 мм, архивная, склейка, полностью обшитая, по образцу Заказчика, 50 штук;1;Работа;156 250.00;156 250.00;2021-09-02 09:00:06;2021-09-09 09:00:18;Запрос ценовых предложений;Закупка состоялась
324;6218954-1;38661018-ОИ3;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Топливо реактивное;Топливо для реактивных двигателей РТ/ТС-1;545;Тонна (метрическая);250 000.00;136 250 000.00;2021-08-27 11:15:09;2021-09-06 11:15:09;Из одного источника по несостоявшимся закупкам;Закупка состоялась
325;6213225-1;43759544-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Покрытие напольное;"Ворсовое покрытие ""Фаворит"", включая монтаж";125;Метр квадратный;5 696.43;712 053.75;2021-08-26 09:12:34;2021-09-03 09:12:50;Запрос ценовых предложений;Закупка состоялась
326;6210534-1;38622263-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Шина;Шина зимняя шипованная 195/70R 15C для автомобиля Toyota Hiace (2015 г.в.);20;Штука;31 026.79;620 535.80;2021-08-26 09:01:01;2021-09-03 09:01:14;Запрос ценовых предложений;Закупка не состоялась
327;6210534-1;38618914-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Аккумулятор;Аккумулятор на Автотрап FMC (SMARTSTEP-2);2;Штука;99 642.86;199 285.72;2021-08-26 09:01:01;2021-09-03 09:01:14;Запрос ценовых предложений;Закупка состоялась
328;6210247-1;38619532-ЗЦП4;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Фильтр;Масляный фильтр JX85100-C на Вилочный погрузчик (рогатик);2;Штука;1 785.71;3 571.42;2021-08-25 12:01:23;2021-09-02 12:01:36;Запрос ценовых предложений;Закупка не состоялась
329;6210247-1;38619753-ЗЦП4;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Фильтр;Воздушный фильтр 1330 на Вилочный погрузчик (рогатик);2;Штука;3 571.43;7 142.86;2021-08-25 12:01:23;2021-09-02 12:01:36;Запрос ценовых предложений;Закупка не состоялась
330;6210247-1;38618803-ЗЦП4;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Масло моторное;Моторное масло Deutz 10W40 на Автотрап FMC (SMARTSTEP-2);15;Литр (куб. дм.);2 062.50;30 937.50;2021-08-25 12:01:23;2021-09-02 12:01:36;Запрос ценовых предложений;Закупка состоялась
331;6210247-1;44739243-ЗЦП3;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Ремень привода вентилятора;Ремень AV10x1200 на Shacman;1;Штука;1 517.86;1 517.86;2021-08-25 12:01:23;2021-09-02 12:01:36;Запрос ценовых предложений;Закупка не состоялась
332;6210247-1;38619144-ЗЦП4;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Фильтр;Топливный фильтр СХ7085/СХ0708А (490.4110) М16Х1.5 на Вилочный погрузчик (рогатик);2;Штука;1 339.29;2 678.58;2021-08-25 12:01:23;2021-09-02 12:01:36;Запрос ценовых предложений;Закупка не состоялась
333;6210247-1;38615124-ЗЦП4;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Фильтр;Фильтр топливный для МКСМ-800;2;Штука;5 892.86;11 785.72;2021-08-25 12:01:23;2021-09-02 12:01:36;Запрос ценовых предложений;Закупка не состоялась
334;6209342-1;45513319-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Работа;Работы по устройству (монтажу) охранной сигнализации/системы видеонаблюдения;Монтаж, пусконаладочные работы и программирование системы охранной сигнализации;1;Работа;8 113 726.00;8 113 726.00;2021-08-25 09:04:56;2021-09-02 09:05:03;Запрос ценовых предложений;Закупка состоялась
335;6191081-1;42813503-ОИ4;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Фонарь;Фонарь переносной;6;Штука;1 250.00;7 500.00;2021-08-19 11:27:46;2021-08-24 11:27:46;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
336;6191081-1;42813405-ОИ4;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Песок;Отсев фракция 0-3 мм в упаковках (мешках) по 50 кг;100;Упаковка;535.71;53 571.00;2021-08-19 11:27:46;2021-08-24 11:27:46;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
337;6191081-1;42813236-ОИ4;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Песок;Песок (мытый, мелкий) в упаковках (мешках) по 50 кг;100;Упаковка;535.71;53 571.00;2021-08-19 11:27:46;2021-08-24 11:27:46;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
