№;id объявления;id лота;id пункта плана;Заказчик;Вид предмета закупок;Наименование закупаемых товаров, работ, услуг на государственном языке (в соответствии с КТРУ);Дополнительная характеристика;Количество, объём;Единица измерения;Цена за единицу, тенге;Сумма, утвержденная для закупки, тенге;Начало приема заявок;Окончание приема заявок;Способ закупки;Статус лота
124;5299370-1;13000214-ОЛ-ЗЦП3;38000874;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Картридж;Картридж HP M 1214 nfh,CE285A для МФУ. Черный. Размеры упаковки 375 x 113 x 125 мм. Ресурс 1600 страниц. Оригинальный картридж с чипом. Черный. Упаковка из плотного твердого картона. Не позднее 2020 года выпуска. Вес в упаковке 0,83 кг;10;Штука;25 000.00;250 000.00;2021-01-11 00:26:47;2021-01-18 00:26:52;Запрос ценовых предложений;Закупка состоялась
125;5299370-1;13000214-ОЛ-ЗЦП3;38001209;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Фотобарабан;Барабан XEROX 7120, 013R00660 голубой , Оригинальный с чипом. Размеры упаковки (д х ш х в) 570 x 170 x 162 мм, Вес c упаковкой 1.18 кг. Упаковка из плотного твердого картона. Не позднее 2020 года выпуска.Оригинальный картридж;1;Штука;125 560.71;125 560.71;2021-01-11 00:26:47;2021-01-18 00:26:52;Запрос ценовых предложений;Закупка состоялась
126;5299370-1;13000214-ОЛ-ЗЦП3;38001155;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Картридж;Картридж для принтера CP5525DN, CE270A - черный, Размеры упаковки 490 x 190 x 220 мм. Вес 2,8 кг. Оригинальный картридж с чипом. Упаковка из плотного твердого картона. Не позднее 2020 года выпуска.;1;Штука;32 142.86;32 142.86;2021-01-11 00:26:47;2021-01-18 00:26:52;Запрос ценовых предложений;Закупка состоялась
127;5299370-1;13000214-ОЛ-ЗЦП3;38001275;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Тонер;Тонер-картридж 006R01160 для Xerox 5330 Черный, Размеры упаковки 437 x 140 x 145 мм. Оригинальный картридж с чипом. Черный. Упаковка из плотного твердого картона. Не позднее 2020 года выпуска.;2;Штука;27 455.36;54 910.72;2021-01-11 00:26:47;2021-01-18 00:26:52;Запрос ценовых предложений;Закупка состоялась
128;5299370-1;13000214-ОЛ-ЗЦП3;38001340;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Чернила;Чернила EPSON C13T67324A, cyan UID товара C13T67324A Производитель EPSON Тип Подробнее Чернила Модель T6732 Номер серии C13T67324A Цвет Голубой Совместимость Подробнее Epson L1800 . Объем 70 Мл Размеры упаковки (Ш х В х Г) 4.2 х 14 х 4.2 см Вес c упаковкой 0.110 кг. Оригинал. Не позднее 2020 года.;1;Штука;4 633.93;4 633.93;2021-01-11 00:26:47;2021-01-18 00:26:52;Запрос ценовых предложений;Закупка состоялась
129;5299370-1;13000214-ОЛ-ЗЦП3;38001160;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Картридж;Картридж для принтера CP5525DN, CE272A - желтый, Размеры упаковки 490 x 190 x 220 мм.Вес 2,8 кг.. Оригинальный картридж с чипом. Упаковка из плотного твердого картона. Не позднее 2020 года выпуска.;1;Штука;160 625.00;160 625.00;2021-01-11 00:26:47;2021-01-18 00:26:52;Запрос ценовых предложений;Закупка состоялась
130;5299370-1;13000214-ОЛ-ЗЦП3;38000997;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Картридж;Катридж-чернила для Epson L800, Черный: T6731, Ресурс 430стр.(комплект). Размеры упаковки 4.2 x 4.1 x 14 см. Оригинальный картридж с чипом. Упаковка из плотного твердого картона. Не позднее 2020 года выпуска.;1;Штука;31 250.00;31 250.00;2021-01-11 00:26:47;2021-01-18 00:26:52;Запрос ценовых предложений;Закупка состоялась
131;5299370-1;13000214-ОЛ-ЗЦП3;38001328;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Картридж;Картридж на МФУ HP LaserJet Pro MFP M227fdw, на HP 30A CF230A, размеры 358 x 108 x 135 мм Вес в упаковке: 0,49 кг. Оригинальный картридж с чипом. Черный. Упаковка из плотного твердого картона. Не позднее 2020 года выпуска.;5;Штука;26 785.71;133 928.55;2021-01-11 00:26:47;2021-01-18 00:26:52;Запрос ценовых предложений;Закупка состоялась
132;5299370-1;13000214-ОЛ-ЗЦП3;38001352;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Чернила;Чернила EPSON C13T67364A, light magenta UID товара C13T67364A Производитель EPSON Тип Подробнее Чернила Модель T6736 Номер серии C13T67364A Цвет Светло - пурпурный Совместимость Подробнее Epson L800/L810/L850/L1800. Объем 70 Мл. Размеры упаковки (Ш х В х Г) 4.2 х 14 х 4.2 см Вес c упаковкой 0.11 кг. Оригинал. Не позднее 2020 года.;1;Штука;4 633.93;4 633.93;2021-01-11 00:26:47;2021-01-18 00:26:52;Запрос ценовых предложений;Закупка состоялась
133;5299370-1;13000214-ОЛ-ЗЦП3;38001317;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Картридж;Картридж на M452dn. Голубой HP410A (CF411A), цветной, Оригинальный картридж с чипом. Размеры упаковки 36.53 x 12.42 x 10.33 см. Вес 0.815 кг. Упаковка из плотного твердого картона. Не позднее 2020 года выпуска.;1;Штука;41 330.36;41 330.36;2021-01-11 00:26:47;2021-01-18 00:26:52;Запрос ценовых предложений;Закупка состоялась
134;5299370-1;13000214-ОЛ-ЗЦП3;38001105;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Картридж;Картридж для принтера HP5500/5550, C9732А желтый, цветной. Размеры упаковки (Ш x Г x В): 500 x 160 x 265 мм .Вес в упаковке: 2,9 кг. Оригинальный картридж с чипом.Упаковка из плотного твердого картона. Не позднее 2020 года выпуска.;1;Штука;146 607.14;146 607.14;2021-01-11 00:26:47;2021-01-18 00:26:52;Запрос ценовых предложений;Закупка состоялась
135;5299370-1;13000214-ОЛ-ЗЦП3;38000957;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Картридж;Катридж для МФУ HP LaserJet Enterprise 700 M775dn, цветной CE340А черный, . Размеры упаковки 492 x 188 x 225 мм. Оригинальный картридж с чипом.Упаковка из плотного твердого картона. Не позднее 2020 года выпуска. Вес в упаковке 2,72 кг;1;Штука;87 500.00;87 500.00;2021-01-11 00:26:47;2021-01-18 00:26:52;Запрос ценовых предложений;Закупка состоялась
136;5299370-1;13000214-ОЛ-ЗЦП3;38000994;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Картридж;Картридж для принтер Phaser 7800DN 1200 X 2400 DPI, 45PPM COLOR/45 PPM B&W,(в комплекте 4 штю), цветной, 106R01573 черный. Размеры упаковки 86 х 461 х 86 мм.Оригинальный картридж с чипом. Упаковка из плотного твердого картона. Не позднее 2020 года выпуска.Вес в упаковке 0.6 кг.;1;Штука;105 183.04;105 183.04;2021-01-11 00:26:47;2021-01-18 00:26:52;Запрос ценовых предложений;Закупка состоялась
137;5299370-1;13000214-ОЛ-ЗЦП3;38001169;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Картридж;Картридж на НР1025. CE311A голубой. Оригинальный картридж с чипом. Размеры упаковки (Ш х В х Г) 35.5 х 8.5 х 8.5 см. Вес c упаковкой 0.46 кг.Упаковка из плотного твердого картона. Не позднее 2020 года выпуска.;1;Штука;23 125.00;23 125.00;2021-01-11 00:26:47;2021-01-18 00:26:52;Запрос ценовых предложений;Закупка состоялась
138;5299370-1;13000214-ОЛ-ЗЦП3;38001203;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Фотобарабан;Барабан XEROX 7120, 013R00659 пурпурный, Оригинальный с чипом. Упаковка из плотного твердого картона. Размеры упаковки (д х ш х в) 570 x 170 x 162 мм, Вес c упаковкой 1.18 кг. Не позднее 2020 года выпуска. Оригинальный картридж.;1;Штука;125 560.71;125 560.71;2021-01-11 00:26:47;2021-01-18 00:26:52;Запрос ценовых предложений;Закупка состоялась
139;5299370-1;13000214-ОЛ-ЗЦП3;38001196;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Фотобарабан;Барабан XEROX 7120, 013R00658 желтый, Оригинальный с чипом. Упаковка из плотного твердого картона.Размеры упаковки (д х ш х в) 570 x 170 x 162 мм, Вес c упаковкой 1.18 кг. Не позднее 2020 года выпуска.Оригинальный картридж;1;Штука;125 560.71;125 560.71;2021-01-11 00:26:47;2021-01-18 00:26:52;Запрос ценовых предложений;Закупка состоялась
140;5299370-1;13000214-ОЛ-ЗЦП3;38001175;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Картридж;Картридж на НР1025. CE312A желтый . Оригинальный картридж с чипом. Размеры упаковки (Ш х В х Г) 35.5 х 8.5 х 8.5 см. Вес c упаковкой 0.46 кг.Упаковка из плотного твердого картона. Не позднее 2020 года выпуска.;1;Штука;23 125.00;23 125.00;2021-01-11 00:26:47;2021-01-18 00:26:52;Запрос ценовых предложений;Закупка состоялась
141;5299370-1;13000214-ОЛ-ЗЦП3;38001120;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Картридж;"Картридж струйный; B3P20A пурпурный; для плотера Т920 HP 727. Оригинальный картридж с чипом. Размеры упаковки (Ш x Г x В) 202 x 129 x 40 мм. Вес в упаковке 0,24 кг.Упаковка из плотного твердого картона. Ресурс 130 мл. Не позднее 2020 года выпуска.";1;Штука;30 803.57;30 803.57;2021-01-11 00:26:47;2021-01-18 00:26:52;Запрос ценовых предложений;Закупка состоялась
142;5299370-1;13000214-ОЛ-ЗЦП3;38001153;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Картридж;"Картридж струйный; B3P24A серый; для плотера Т920 HP 727. Размеры упаковки (Ш x Г x В) 202 x 129 x 40 мм. Вес в упаковке 0,24 кг. Упаковка из плотного твердого картона.Ресурс 130 мл. Не позднее 2020 года выпуска.";1;Штука;30 446.43;30 446.43;2021-01-11 00:26:47;2021-01-18 00:26:52;Запрос ценовых предложений;Закупка состоялась
143;5299370-1;13000214-ОЛ-ЗЦП3;38001350;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Чернила;Чернила EPSON C13T67354A, light cyan UID товара C13T67354A Производитель EPSON Тип Подробнее Чернила Модель T6735 Номер серии C13T67354A Цвет Светло - голубой Совместимость Подробнее Epson L800/L810/L850/L1800 Ресурс . Объем 70 Мл Размеры упаковки (Ш х В х Г) 4.2 х 14 х 4.2 см Вес c упаковкой 0.11 кг. Оригинал;1;Штука;4 633.93;4 633.93;2021-01-11 00:26:47;2021-01-18 00:26:52;Запрос ценовых предложений;Закупка состоялась
144;5299370-1;13000214-ОЛ-ЗЦП3;38000968;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Картридж;Катридж для МФУ HP LaserJet Enterprise 700 M775dn, цветной CE342А желтый, Размеры упаковки 492 x 188 x 225 мм. Оригинальный картридж с чипом. Упаковка из плотного твердого картона. Не позднее 2020 года выпуска. Вес в упаковке 2,72 кг;1;Штука;152 205.36;152 205.36;2021-01-11 00:26:47;2021-01-18 00:26:52;Запрос ценовых предложений;Закупка состоялась
145;5299370-1;13000214-ОЛ-ЗЦП3;38001331;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Картридж;Картридж на МФУ HP LaserJet Pro M28, M29. Картридж HP 44A (CF244A). Оригинальный картридж с чипом. Черный. Размеры упаковки (Ш х В х Г) 37.2 х 12.4 х 10.8 см. Упаковка из плотного твердого картона. Вес c упаковкой 0.7 кг. Не позднее 2020года выпуска.;2;Штука;22 321.43;44 642.86;2021-01-11 00:26:47;2021-01-18 00:26:52;Запрос ценовых предложений;Закупка состоялась
146;5299370-1;13000214-ОЛ-ЗЦП3;38000872;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Картридж;Картридж HP Q2612А, Размеры упаковки 357 x 105 x 134 мм, Ресурс 2000 страниц. Оригинальный картридж с чипом.Черный. Упаковка из плотного твердого картона. Не позднее 2020 года выпуска. Вес в упаковке 0,85 кг;1;Штука;26 964.29;26 964.29;2021-01-11 00:26:47;2021-01-18 00:26:52;Запрос ценовых предложений;Закупка состоялась
147;5299370-1;13000214-ОЛ-ЗЦП3;38000882;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Фотобарабан;Фотобарабан 7760 XEROX DN Laser Color A3, 108R00713 (в комплект 1шт.) Оригинальный картридж с чипом. Размеры упаковки 58.7 x 19.95 x 15.36 см. Вес брутто 1.45 кг. Упаковка из плотного твердого картона. Не позднее 2020 года выпуска.;1;Штука;147 321.43;147 321.43;2021-01-11 00:26:47;2021-01-18 00:26:52;Запрос ценовых предложений;Закупка состоялась
148;5299370-1;13000214-ОЛ-ЗЦП3;38001301;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Картридж;Картридж- цветная лента Evolis High Trust для сублимационного принтера Evolis Zenius. Не позднее 2020 года.;1;Штука;37 500.00;37 500.00;2021-01-11 00:26:47;2021-01-18 00:26:52;Запрос ценовых предложений;Закупка состоялась
149;5299370-1;13000214-ОЛ-ЗЦП3;38000899;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Картридж;Картридж 7760 XEROX DN Laser Color A3,106R01160 голубой, Размеры упаковки 9.7 x 9 x 37 см. Оригинальный картридж с чипом. Упаковка из плотного твердого картона. Не позднее 2020 года выпуска.;1;Штука;130 089.29;130 089.29;2021-01-11 00:26:47;2021-01-18 00:26:52;Запрос ценовых предложений;Закупка состоялась
150;5299370-1;13000214-ОЛ-ЗЦП3;38001299;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Картридж;Катридж CF280X для HP LaserJet Pro 400 M401a, Черный, Размеры упаковки 34.24 x 22.49 x 22.63 см. Оригинальный картридж с чипом. Черный. Упаковка из плотного твердого картона. Не позднее 2020 года выпуска.;9;Штука;61 607.14;554 464.26;2021-01-11 00:26:47;2021-01-18 00:26:52;Запрос ценовых предложений;Закупка состоялась
151;5299370-1;13000214-ОЛ-ЗЦП3;38000886;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Картридж;Картридж 7760 XEROX DN Laser Color A3, 106R01161 пурпурный, Размеры упаковки 9.7 x 9 x 37 см. Оригинальный картридж с чипом. Упаковка из плотного твердого картона. Не позднее 2020 года выпуска.;1;Штука;130 089.29;130 089.29;2021-01-11 00:26:47;2021-01-18 00:26:52;Запрос ценовых предложений;Закупка состоялась
152;5299370-1;13000214-ОЛ-ЗЦП3;38000980;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Картридж;Картридж для принтер Phaser 7800DN 1200 X 2400 DPI, 45PPM COLOR/45 PPM B&W,(в комплекте 4 штю), цветной, 106R01571 пурпурный. Размеры упаковки 86 х 461 х 86 мм.Оригинальный картридж с чипом. Упаковка из плотного твердого картона. Не позднее 2020 года выпуска.Вес в упаковке 0.6 кг.;1;Штука;107 792.86;107 792.86;2021-01-11 00:26:47;2021-01-18 00:26:52;Запрос ценовых предложений;Закупка состоялась
153;5299370-1;13000214-ОЛ-ЗЦП3;38001302;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Картридж;Картридж Xerox 106R02773 для Xerox Phaser 3020/ , Оригинальный картридж с чипом. Черный. Упаковка из плотного твердого картона. Не позднее 2020 года выпуска.;1;Штука;22 321.43;22 321.43;2021-01-11 00:26:47;2021-01-18 00:26:52;Запрос ценовых предложений;Закупка состоялась
154;5299370-1;13000214-ОЛ-ЗЦП3;38001283;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Фотобарабан;Фотобарабан 013R00591 для Xerox 5330, Размеры упаковки 49.59 x 19.22 x 18.89 см. Оригинальный картридж с чипом. Черный. Упаковка из плотного твердого картона. Вес- 2.4 кг. Не позднее 2020 года выпуска.;1;Штука;73 794.64;73 794.64;2021-01-11 00:26:47;2021-01-18 00:26:52;Запрос ценовых предложений;Закупка состоялась
155;5299370-1;13000214-ОЛ-ЗЦП3;38001095;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Тонер;Тонер-картридж для принтера Xerox 7120, 006R01464 голубой , цветной. Оригинальный картридж с чипом. Размеры упаковки 45 x 10 x 8 см. Вес брутто 0.664 кг. Упаковка из плотного твердого картона. Не позднее 2020 года выпуска.;1;Штука;45 803.57;45 803.57;2021-01-11 00:26:47;2021-01-18 00:26:52;Запрос ценовых предложений;Закупка состоялась
156;5299370-1;13000214-ОЛ-ЗЦП3;38001177;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Картридж;Картридж на НР1025. CE313A Пурпурный. Оригинальный картридж с чипом. Размеры упаковки (Ш х В х Г) 35.5 х 8.5 х 8.5 см. Вес c упаковкой 0.46 кг. Упаковка из плотного твердого картона. Не позднее 2020 года выпуска.;1;Штука;23 125.00;23 125.00;2021-01-11 00:26:47;2021-01-18 00:26:52;Запрос ценовых предложений;Закупка состоялась
157;5299370-1;13000214-ОЛ-ЗЦП3;38001345;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Чернила;Чернила EPSON C13T67344A, yellow UID товара C13T67344A Производитель EPSON Тип Подробнее Чернила Модель T6734 Номер серии C13T67344A Цвет Желтый Совместимость Подробнее Epson L1800 Объем 70 Мл Размеры упаковки (Ш х В х Г) 4.2 х 14 х 4.2 см Вес c упаковкой 0.11 кг. Оригинал. Не позднее 2020 года.;1;Штука;4 633.93;4 633.93;2021-01-11 00:26:47;2021-01-18 00:26:52;Запрос ценовых предложений;Закупка состоялась
158;5299370-1;13000214-ОЛ-ЗЦП3;38001311;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Картридж;Картридж Xerox 106R02778 для Xerox Phaser 3260/ , Оригинальный картридж с чипом. Черный. Упаковка из плотного твердого картона. Не позднее 2020 года выпуска.;1;Штука;19 642.86;19 642.86;2021-01-11 00:26:47;2021-01-18 00:26:52;Запрос ценовых предложений;Закупка состоялась
159;5299370-1;13000214-ОЛ-ЗЦП3;38001093;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Тонер;Тонер-картридж для принтера Xerox 7120, 006R01463 пурпурный, цветной. Оригинальный картридж с чипом. Размеры упаковки 45 x 10 x 8 см. Вес брутто 0.664 кг. Упаковка из плотного твердого картона. Не позднее 2020 года выпуска.;1;Штука;45 803.57;45 803.57;2021-01-11 00:26:47;2021-01-18 00:26:52;Запрос ценовых предложений;Закупка состоялась
160;5299370-1;13000214-ОЛ-ЗЦП3;38001091;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Тонер;Тонер-картридж для принтера Xerox 7120, 006R01462 желтый, цветной. Оригинальный картридж с чипом. Размеры упаковки 45 x 10 x 8 см. Вес брутто 0.664 кг. Упаковка из плотного твердого картона. Не позднее 2020 года выпуска.;1;Штука;33 035.71;33 035.71;2021-01-11 00:26:47;2021-01-18 00:26:52;Запрос ценовых предложений;Закупка состоялась
161;5299370-1;13000214-ОЛ-ЗЦП3;38001081;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Картридж;Катридж-чернила для Epson L800, Светло-голубой: T6735, . Ресурс 430стр.(комплект). Размеры упаковки 4.2 x 4.1 x 14 см. Оригинальный картридж с чипом. Упаковка из плотного твердого картона. Не позднее 2020 года выпуска.;1;Штука;4 464.29;4 464.29;2021-01-11 00:26:47;2021-01-18 00:26:52;Запрос ценовых предложений;Закупка состоялась
162;5299370-1;13000214-ОЛ-ЗЦП3;38001322;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Картридж;Картридж на M452dn. Желтый HP410A (CF412A), цветной, Оригинальный картридж с чипом. Размеры упаковки 36.53 x 12.42 x 10.33 см. Вес 0.815 кг. Упаковка из плотного твердого картона. Не позднее 2020 года выпуска.;1;Штука;41 330.36;41 330.36;2021-01-11 00:26:47;2021-01-18 00:26:52;Запрос ценовых предложений;Закупка состоялась
163;5299370-1;13000214-ОЛ-ЗЦП3;38001295;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Картридж;Катридж CE278A для HP LaserJet P1566. Черный. Размеры упаковки 37 x 11.3 x 12.7 см.Оригинальный картридж с чипом. Черный. Упаковка из плотного твердого картона. Не позднее 2020 года выпуска.;2;Штука;27 053.57;54 107.14;2021-01-11 00:26:47;2021-01-18 00:26:52;Запрос ценовых предложений;Закупка состоялась
164;5299370-1;13000214-ОЛ-ЗЦП3;38000852;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Картридж;Картридж MLT-D105S/D105L для МФУ Samsung SCX-4623F, 64 Мб. Черный. Размеры упаковки 340 x 190 x 85 мм. Оригинальный картридж с чипом.Черный. Упаковка из плотного твердого картона. Не позднее 2020 года выпуска.;1;Штука;23 482.14;23 482.14;2021-01-11 00:26:47;2021-01-18 00:26:52;Запрос ценовых предложений;Закупка состоялась
165;5299370-1;13000214-ОЛ-ЗЦП3;38000880;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Картридж;Картридж HP CF283A (83A) для Принтера M125ra/M125nw/M125rnw/ M127fn/ M127fw/ M225rdn/ M225dw, черный. Размеры упаковки 375 x 113 x 125 мм. Ресурс 1500 страниц. Оригинальный картридж с чипом. Черный. Упаковка из плотного твердого картона. Не позднее 2020 года выпуска. Вес в упаковке 0.782 кг.;7;Штука;24 107.14;168 749.98;2021-01-11 00:26:47;2021-01-18 00:26:52;Запрос ценовых предложений;Закупка состоялась
166;5299370-1;13000214-ОЛ-ЗЦП3;38001099;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Картридж;.Картридж для принтера HP5500/5550, C9730А черный, цветной. Размеры упаковки (Ш x Г x В): 500 x 160 x 265 мм .Вес в упаковке: 2,9 кг. Оригинальный картридж с чипом. Упаковка из плотного твердого картона. Не позднее 2020 года выпуска.;1;Штука;104 633.93;104 633.93;2021-01-11 00:26:47;2021-01-18 00:26:52;Запрос ценовых предложений;Закупка состоялась
167;5299370-1;13000214-ОЛ-ЗЦП3;38001000;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Картридж;Катридж-чернила для Epson L800, Голубой:Т6732, Ресурс 430стр.(комплект). Размеры упаковки 4.2 x 4.1 x 14 см. Оригинальный картридж с чипом. Упаковка из плотного твердого картона. Не позднее 2020 года выпуска.;1;Штука;4 107.14;4 107.14;2021-01-11 00:26:47;2021-01-18 00:26:52;Запрос ценовых предложений;Закупка состоялась
168;5299370-1;13000214-ОЛ-ЗЦП3;38001313;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Картридж;Картридж на HP LaserJet Pro M404dn, HP 59A, Черный, CF259AЧерный, Оригинальный картридж с чипом. Черный. Ресурс 3000 страниц. Размеры упаковки (Ш x Г x В) 362 x 102 x 198 мм. Вес в упаковке 1,07 кг Упаковка из плотного твердого картона. Не позднее 2020 года выпуска.;12;Штука;41 071.43;492 857.16;2021-01-11 00:26:47;2021-01-18 00:26:52;Запрос ценовых предложений;Закупка состоялась
169;5299370-1;13000214-ОЛ-ЗЦП3;38000976;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Картридж;Картридж для принтер Phaser 7800DN 1200 X 2400 DPI, 45PPM COLOR/45 PPM B&W,(в комплекте 4 штю), цветной, 106R01570 голубой. Размеры упаковки 86 х 461 х 86 мм.Оригинальный картридж с чипом. Упаковка из плотного твердого картона. Не позднее 2020 года выпуска. Вес в упаковке 0.6 кг.;1;Штука;107 792.86;107 792.86;2021-01-11 00:26:47;2021-01-18 00:26:52;Запрос ценовых предложений;Закупка состоялась
170;5299370-1;13000214-ОЛ-ЗЦП3;38001146;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Картридж;"Картридж струйный; B3P22A черный матовый; для плотера Т920 HP 727. Оригинальный картридж с чипом. Размеры упаковки (Ш x Г x В) 202 x 129 x 40 мм. Вес в упаковке 0,24 кг.Упаковка из плотного твердого картона. Ресурс 130 мл. Не позднее 2020 года выпуска.";1;Штука;30 446.43;30 446.43;2021-01-11 00:26:47;2021-01-18 00:26:52;Запрос ценовых предложений;Закупка состоялась
171;5299370-1;13000214-ОЛ-ЗЦП3;38001314;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Картридж;Картридж на M452dn. Черный HP410A (CF410A), цветной, Оригинальный картридж с чипом. Размеры упаковки 36.53 x 12.42 x 10.33 см. Вес 0.815 кг. Упаковка из плотного твердого картона. Не позднее 2020 года выпуска.;1;Штука;33 651.79;33 651.79;2021-01-11 00:26:47;2021-01-18 00:26:52;Запрос ценовых предложений;Закупка состоялась
172;5299370-1;13000214-ОЛ-ЗЦП3;38001113;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Картридж;"Картридж струйный; B3P19A голубой синий; для плотера Т920 HP 727. Оригинальный картридж с чипом. Размеры упаковки (Ш x Г x В) 202 x 129 x 40 мм. Вес в упаковке 0,24 кг. Упаковка из плотного твердого картона. Ресурс 130 мл. Не позднее 2020 года выпуска.";1;Штука;30 446.43;30 446.43;2021-01-11 00:26:47;2021-01-18 00:26:52;Запрос ценовых предложений;Закупка состоялась
173;5299370-1;13000214-ОЛ-ЗЦП3;38000985;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Картридж;Картридж для принтер Phaser 7800DN 1200 X 2400 DPI, 45PPM COLOR/45 PPM B&W,(в комплекте 4 штю), цветной, 106R01572 желтый,. Размеры упаковки 86 х 461 х 86 мм.Оригинальный картридж с чипом.Упаковка из плотного твердого картона. Не позднее 2020 года выпуска.Вес в упаковке 0.6 кг.;1;Штука;107 792.86;107 792.86;2021-01-11 00:26:47;2021-01-18 00:26:52;Запрос ценовых предложений;Закупка состоялась
