№;id объявления;id лота;id пункта плана;Заказчик;Вид предмета закупок;Наименование закупаемых товаров, работ, услуг на государственном языке (в соответствии с КТРУ);Дополнительная характеристика;Количество, объём;Единица измерения;Цена за единицу, тенге;Сумма, утвержденная для закупки, тенге;Начало приема заявок;Окончание приема заявок;Способ закупки;Статус лота
687;6178558-1;45405587-ЗЦП1;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Набор посуды;Контейнер черный 1000 мл прямоугольный, материал полипропилен, 179х132х62 мм (ДхШхВ), с прозрачной крышкой. Крышка обеспечивает герметичное закрытие.;1320;Штука;49.00;64 680.00;2021-08-26 09:00:00;2021-09-03 09:00:00;Запрос ценовых предложений;Закупка не состоялась
688;6168159-1;45105487-ОИ3;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Фильтр;Умягчитель воды для льдогенератора Fagor FCB-45-A 500 Вт, ширина 180 мм, длина 380 мм. ГОСТ 31952-2012 Инв № C00023481;1;Штука;87 500.00;87 500.00;2021-08-12 09:08:22;2021-08-17 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
689;6168141-1;45105647-ОИ3;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Крафт-бумага;ГОСТ 2228-81. Крафт - бумага бурая, упаковочная в рулоне. Вес рулона не менее 600 кг., ширина рулона не менее 100 см., плотность бумаги от 70 до 80 гр./м2, для упаковки продуктов питания;1;Рулон;250 000.00;250 000.00;2021-08-12 09:07:32;2021-08-17 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
690;6154570-1;40897304-ОИ8;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Арбуз;Арбуз среднего размера, без повреждений без загрязнений средний вес 1-го арбуза 10-12 кг ГОСТ 7177-2015;250;Килограмм;150.00;37 500.00;2021-08-09 09:18:24;2021-08-14 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
691;6154570-1;40896608-ОИ8;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Малина;Малина свежая, все плоды чистые, не мятые, съемной зрелости и окраски, без плодоножек, без загрязнений и повреждений вредителями ГОСТ 33915-2016;150;Килограмм;2 000.00;300 000.00;2021-08-09 09:18:24;2021-08-14 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
692;6154570-1;40882834-ОИ8;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Перец;Перец болгарский южный светло-зелёного цвета до красного, конусовидной формы, длиной до 15 см. без признаков порчи, фасованные в сетки не менее 5 кг. ГОСТ 13908-68;650;Килограмм;300.00;195 000.00;2021-08-09 09:18:24;2021-08-14 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
693;6154570-1;40898485-ОИ4;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Лист щавеля;Щавель дачный свежий без повреждений ГОСТ 32883-2014;15;Килограмм;750.00;11 250.00;2021-08-09 09:18:24;2021-08-14 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
694;6154570-1;40872420-ОИ8;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Имбирь;Имбирь калиброванный, без загрязнений ГОСТ ISO 1003-2016;30;Килограмм;2 750.00;82 500.00;2021-08-09 09:18:24;2021-08-14 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
695;6154570-1;40883430-ОИ4;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Баклажан;Баклажаны отборные среднего размера дачные ГОСТ 31821-2012;200;Килограмм;350.00;70 000.00;2021-08-09 09:18:24;2021-08-14 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
696;6154570-1;40898562-ОИ4;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Кинза;Кинза дачная свежая без повреждений ГОСТ 32883-2014;5;Килограмм;850.00;4 250.00;2021-08-09 09:18:24;2021-08-14 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
697;6154570-1;40898158-ОИ4;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Шпинат;Шпинат дачный свежий без повреждений ГОСТ 32883-2014;5;Килограмм;860.00;4 300.00;2021-08-09 09:18:24;2021-08-14 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
698;6154570-1;40899282-ОИ4;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Петрушка;Петрушка дачная свежая без повреждений ГОСТ 34212-2017;20;Килограмм;850.00;17 000.00;2021-08-09 09:18:24;2021-08-14 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
699;6154570-1;40871102-ОИ4;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Салат;Лист салата дачный свежий, без повреждений ГОСТ 33985-2016;20;Килограмм;850.00;17 000.00;2021-08-09 09:18:24;2021-08-14 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
700;6154570-1;40872250-ОИ4;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Редис;Редис дачный калиброванный, плотный ГОСТ 34216-2017;30;Килограмм;450.00;13 500.00;2021-08-09 09:18:24;2021-08-14 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
701;6154570-1;40887485-ОИ4;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Капуста;Капуста сорт пекинская дачная калиброванная, без загрязнений, плотная ГОСТ 34323-2017;100;Килограмм;400.00;40 000.00;2021-08-09 09:18:24;2021-08-14 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
702;6154570-1;40870525-ОИ4;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Мята;Мята дачная свежая, без повреждений ГОСТ 23768-94;5;Килограмм;3 450.00;17 250.00;2021-08-09 09:18:24;2021-08-14 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
703;6154570-1;40897829-ОИ7;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Виноград;Виноград без повреждений, без загрязнений, высшего сорта ГОСТ 32786-2014;90;Килограмм;1 000.00;90 000.00;2021-08-09 09:18:24;2021-08-14 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
704;6154570-1;40884593-ОИ4;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Капуста;Капуста сорт цветная дачная калиброванная, без загрязнений, плотная ГОСТ 33952-2016;150;Килограмм;600.00;90 000.00;2021-08-09 09:18:24;2021-08-14 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
705;6154570-1;40882135-ОИ4;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Кабачок;Кабачки сорт цукини дачные отборные темно-зеленного цвета, без повреждений, без загрязнений ГОСТ 31822-2012;150;Килограмм;350.00;52 500.00;2021-08-09 09:18:24;2021-08-14 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
706;6154570-1;40898947-ОИ4;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Лук зеленый;Лук зеленый дачный отборный свежий без повреждений ГОСТ 34214-2017;15;Килограмм;850.00;12 750.00;2021-08-09 09:18:24;2021-08-14 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
707;6154570-1;40834592-ОИ6;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Желатин;Агар агар не менее в пачке не менее 7 гр. ГОСТ 16280-2002;30;Одна пачка;350.00;10 500.00;2021-08-09 09:18:24;2021-08-14 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
708;6154570-1;40899439-ОИ4;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Укроп;Укроп дачный свежий без повреждений ГОСТ 32856-2014;15;Килограмм;850.00;12 750.00;2021-08-09 09:18:24;2021-08-14 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
709;6154570-1;40856656-ОИ6;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Приправа;Приправа универсальная 12 овощей и трав в пачке не менее 200 гр. Состав: соль, сушеные овощи (морковь, корень пастернака, лук репчатый, чеснок, паприка красная хлопьями, паприка зеленая хлопьями, корень петрушки, томаты), сахар, усилитель вкуса и аромата (глутамат натрия Е621), сушеная зелень (петрушка, укроп, кинза, базилик), натуральный пищевой краситель рибофлавин (Е101). ГОСТ 33271-2015;300;Одна пачка;460.00;138 000.00;2021-08-09 09:18:24;2021-08-14 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
710;6146267-1;45105545-ОИ2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Услуга;Услуги по вывозу (сбору) неопасных отходов/имущества/материалов;Услуги по вывозу твердо-бытовых отходовс «Дипломатический городок 1». Объем твердо-бытовых отходов 77 м3;1;Одна услуга;127 204.00;127 204.00;2021-08-05 11:15:18;2021-08-10 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
711;6144714-1;45105463-ЗЦП3;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Фильтр;Фильтр для кофемашины Atoll A-550m STD пятиступенчатый, накопительная емкость 12 л, пористость 1мкм, производительность 0,08 л/мин В комплект входит: система колб закрепленные на кронштейн, сменные фильтрующие элементы (картриджи и мембрана), ключ для снятия колб, бак для накопления очищенной воды, питьевой хромированный кран, комплект соединительных трубок и клапанов, комплект для подключения в водопровод, комплект для врезки в сливную магистраль ГОСТ 31952-2012 Инв№ C00020222;1;Комплект;133 928.58;133 928.58;2021-08-05 09:00:00;2021-08-12 09:00:00;Запрос ценовых предложений;Закупка состоялась
712;6144714-1;45105487-ЗЦП2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Фильтр;Умягчитель воды для льдогенератора Fagor FCB-45-A 500 Вт, ширина 180 мм, длина 380 мм. ГОСТ 31952-2012 Инв № C00023481;1;Штука;87 500.00;87 500.00;2021-08-05 09:00:00;2021-08-12 09:00:00;Запрос ценовых предложений;Закупка не состоялась
713;6141728-1;45105647-ЗЦП2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Крафт-бумага;ГОСТ 2228-81. Крафт - бумага бурая, упаковочная в рулоне. Вес рулона не менее 600 кг., ширина рулона не менее 100 см., плотность бумаги от 70 до 80 гр./м2, для упаковки продуктов питания;1;Рулон;250 000.00;250 000.00;2021-08-05 09:00:00;2021-08-12 09:00:00;Запрос ценовых предложений;Закупка не состоялась
714;6128179-1;40884593-ЗЦП3;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Капуста;Капуста сорт цветная дачная калиброванная, без загрязнений, плотная ГОСТ 33952-2016;150;Килограмм;600.00;90 000.00;2021-08-02 09:00:00;2021-08-09 09:00:00;Запрос ценовых предложений;Закупка не состоялась
715;6128179-1;40882135-ЗЦП3;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Кабачок;Кабачки сорт цукини дачные отборные темно-зеленного цвета, без повреждений, без загрязнений ГОСТ 31822-2012;150;Килограмм;350.00;52 500.00;2021-08-02 09:00:00;2021-08-09 09:00:00;Запрос ценовых предложений;Закупка не состоялась
716;6128179-1;40898947-ЗЦП3;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Лук зеленый;Лук зеленый дачный отборный свежий без повреждений ГОСТ 34214-2017;15;Килограмм;850.00;12 750.00;2021-08-02 09:00:00;2021-08-09 09:00:00;Запрос ценовых предложений;Закупка не состоялась
717;6128179-1;40834592-ЗЦП5;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Желатин;Агар агар не менее в пачке не менее 7 гр. ГОСТ 16280-2002;30;Одна пачка;350.00;10 500.00;2021-08-02 09:00:00;2021-08-09 09:00:00;Запрос ценовых предложений;Закупка не состоялась
718;6128179-1;40896671-ЗЦП3;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Смородина;Смородина свежая с косточками, все плоды чистые, не мятые, съемной зрелости и окраски, без плодоножек, без загрязнений и повреждений вредителями ГОСТ 32286-2013;100;Килограмм;2 000.00;200 000.00;2021-08-02 09:00:00;2021-08-09 09:00:00;Запрос ценовых предложений;Закупка не состоялась
719;6128179-1;40858989-ЗЦП6;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Яйцо;Перепелинное отборное яйцо скорлупа в крапинку без внешних повреждении ГОСТ 31655-2012;350;Штука;30.00;10 500.00;2021-08-02 09:00:00;2021-08-09 09:00:00;Запрос ценовых предложений;Закупка не состоялась
720;6128179-1;40887485-ЗЦП3;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Капуста;Капуста сорт пекинская дачная калиброванная, без загрязнений, плотная ГОСТ 34323-2017;100;Килограмм;400.00;40 000.00;2021-08-02 09:00:00;2021-08-09 09:00:00;Запрос ценовых предложений;Закупка не состоялась
721;6128179-1;40870525-ЗЦП3;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Мята;Мята дачная свежая, без повреждений ГОСТ 23768-94;5;Килограмм;3 450.00;17 250.00;2021-08-02 09:00:00;2021-08-09 09:00:00;Запрос ценовых предложений;Закупка не состоялась
722;6128179-1;40897829-ЗЦП6;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Виноград;Виноград без повреждений, без загрязнений, высшего сорта ГОСТ 32786-2014;90;Килограмм;1 000.00;90 000.00;2021-08-02 09:00:00;2021-08-09 09:00:00;Запрос ценовых предложений;Закупка не состоялась
723;6128179-1;40897565-ЗЦП6;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Банан;Бананы отборные, без черных пятен, без повреждений, без загрязнений ГОСТ Р 51603-2000;80;Килограмм;600.00;48 000.00;2021-08-02 09:00:00;2021-08-09 09:00:00;Запрос ценовых предложений;Закупка состоялась
724;6128179-1;40898485-ЗЦП3;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Лист щавеля;Щавель дачный свежий без повреждений ГОСТ 32883-2014;15;Килограмм;750.00;11 250.00;2021-08-02 09:00:00;2021-08-09 09:00:00;Запрос ценовых предложений;Закупка не состоялась
725;6128179-1;40872420-ЗЦП7;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Имбирь;Имбирь калиброванный, без загрязнений ГОСТ ISO 1003-2016;30;Килограмм;2 750.00;82 500.00;2021-08-02 09:00:00;2021-08-09 09:00:00;Запрос ценовых предложений;Закупка не состоялась
726;6128179-1;40883430-ЗЦП3;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Баклажан;Баклажаны отборные среднего размера дачные ГОСТ 31821-2012;200;Килограмм;350.00;70 000.00;2021-08-02 09:00:00;2021-08-09 09:00:00;Запрос ценовых предложений;Закупка не состоялась
727;6128179-1;40898562-ЗЦП3;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Кинза;Кинза дачная свежая без повреждений ГОСТ 32883-2014;5;Килограмм;850.00;4 250.00;2021-08-02 09:00:00;2021-08-09 09:00:00;Запрос ценовых предложений;Закупка не состоялась
728;6128179-1;40898158-ЗЦП3;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Шпинат;Шпинат дачный свежий без повреждений ГОСТ 32883-2014;5;Килограмм;860.00;4 300.00;2021-08-02 09:00:00;2021-08-09 09:00:00;Запрос ценовых предложений;Закупка не состоялась
729;6128179-1;40899282-ЗЦП3;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Петрушка;Петрушка дачная свежая без повреждений ГОСТ 34212-2017;20;Килограмм;850.00;17 000.00;2021-08-02 09:00:00;2021-08-09 09:00:00;Запрос ценовых предложений;Закупка не состоялась
730;6128179-1;40899439-ЗЦП3;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Укроп;Укроп дачный свежий без повреждений ГОСТ 32856-2014;15;Килограмм;850.00;12 750.00;2021-08-02 09:00:00;2021-08-09 09:00:00;Запрос ценовых предложений;Закупка не состоялась
731;6128179-1;40856656-ЗЦП5;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Приправа;Приправа универсальная 12 овощей и трав в пачке не менее 200 гр. Состав: соль, сушеные овощи (морковь, корень пастернака, лук репчатый, чеснок, паприка красная хлопьями, паприка зеленая хлопьями, корень петрушки, томаты), сахар, усилитель вкуса и аромата (глутамат натрия Е621), сушеная зелень (петрушка, укроп, кинза, базилик), натуральный пищевой краситель рибофлавин (Е101). ГОСТ 33271-2015;300;Одна пачка;460.00;138 000.00;2021-08-02 09:00:00;2021-08-09 09:00:00;Запрос ценовых предложений;Закупка не состоялась
732;6128179-1;40872250-ЗЦП3;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Редис;Редис дачный калиброванный, плотный ГОСТ 34216-2017;30;Килограмм;450.00;13 500.00;2021-08-02 09:00:00;2021-08-09 09:00:00;Запрос ценовых предложений;Закупка не состоялась
733;6128179-1;40871102-ЗЦП3;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Салат;Лист салата дачный свежий, без повреждений ГОСТ 33985-2016;20;Килограмм;850.00;17 000.00;2021-08-02 09:00:00;2021-08-09 09:00:00;Запрос ценовых предложений;Закупка не состоялась
734;6127653-1;45105463-ОИ2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Фильтр;Фильтр для кофемашины Atoll A-550m STD пятиступенчатый, накопительная емкость 12 л, пористость 1мкм, производительность 0,08 л/мин В комплект входит: система колб закрепленные на кронштейн, сменные фильтрующие элементы (картриджи и мембрана), ключ для снятия колб, бак для накопления очищенной воды, питьевой хромированный кран, комплект соединительных трубок и клапанов, комплект для подключения в водопровод, комплект для врезки в сливную магистраль ГОСТ 31952-2012 Инв№ C00020222;1;Комплект;133 928.58;133 928.58;2021-07-30 09:10:42;2021-08-04 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
735;6127652-1;45105437-ОИ2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Электронагреватель;Электронагреватель для нагрева воздушной среды. Комплект ТЭНов на конфорку 30х40мм КЭТ - 0,12 Abat 3кВт. В комплект входит 2 шт. ТЭНов ГОСТ 13268-88 (СТ СЭВ 171-87) Инв№ C00023323, C00023132, C00023721;6;Комплект;8 482.14;50 892.84;2021-07-30 09:10:59;2021-08-04 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
736;6127652-1;45105456-ОИ2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Лампа полупроводниковая;Лампа сигнальная для электрических плит Abat, цвет зеленый, напряжение 220В, рабочая температура 120 градусов, длина 34мм, диаметр 13мм, материал корпуса жаростойкий пластик, материал датчика латунь ГОСТ 25834-83 Инв№ C00023323,C00023050;12;Штука;1 339.29;16 071.48;2021-07-30 09:10:59;2021-08-04 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
737;6127651-1;45105501-ОИ2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Вентилятор;Вентилятор обдува для холодильного оборудования, Ток 0,23А, частота вращения 1300/1550 об/мин, выходная мощность 10/38 Вт, диаметр рабочего колеса 230 мм, вес 1,1 кг. ГОСТ 10921-2017 Инв№ C00022933, C00022934, C00022935, C00025090, C00025553, C00028017, C00024539 ,C00024540, C00024545;9;Штука;26 785.71;241 071.39;2021-07-30 09:11:11;2021-08-04 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
738;6127619-1;45105656-ОИ2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Работа;Работы по ремонту/модернизации электродвигателей/генераторов и аналогичного оборудования (кроме применяемых на транспорте);Услуга по ремонту, перемотке насоса 90 кВт поливочной станции. Согласно технической спецификации и ГОСТ-30195-94. Двигатель асинхронный Тип 5АИ 250М2 У2. 3-фазный,IP 56, Ток 160/92,1А, рабочее напряжение 380/660 В. Мощность 90кВт. Вес 476кг.Частота 50Гц. 2975 об/мин.Инв№С00012892;1;Работа;490 000.00;490 000.00;2021-07-30 09:08:02;2021-08-04 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
739;6105693-1;41195026-ОК1;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Топливо дизельное;Топливо дизельное ДТ-Л-К4, летнее (топливные карты – не менее 14 шт.). Срок действия карт: по 31 декабря 2021 года. ГОСТ 32511-2013. Выдача дизельного топлива должна осуществляться на автозаправочных станциях г. Нур-Султан;10000;Литр (куб. дм.);178.58;1 785 800.00;2021-08-19 10:30:24;2021-08-24 10:30:24;Открытый конкурс;Закупка не состоялась
740;6105693-1;41195027-ОК1;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Топливо дизельное;Топливо дизельное ДТ-Л-К4, летнее (топливные карты – не менее 5 шт.). Срок действия карт: по 31 декабря 2021 года. ГОСТ 32511-2013. Выдача дизельного топлива должна осуществляться на автозаправочных станциях города Щучинск и/или поселка Бурабай.;3150;Литр (куб. дм.);178.58;562 527.00;2021-08-19 10:30:24;2021-08-24 10:30:24;Открытый конкурс;Закупка не состоялась
741;6105693-1;41195025-ОК1;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Топливо дизельное;Топливо дизельное ДТ-3-К5, зимнее (топливные карты – не менее 5 шт.). Срок действия карт: по 31 декабря 2021 года. ГОСТ 32511-2013. Выдача дизельного топлива должна осуществляться на автозаправочных станциях города Щучинск и/или поселка Бурабай. Предельная температура фильтруемости – не выше минус 32°С;4900;Литр (куб. дм.);241.08;1 181 292.00;2021-08-19 10:30:24;2021-08-24 10:30:24;Открытый конкурс;Закупка не состоялась
742;6105693-1;41195024-ОК1;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Топливо дизельное;Топливо дизельное ДТ-3-К5, зимнее (топливные карты – не менее 14 шт.). Срок действия карт: по 31 декабря 2021 года. ГОСТ 32511-2013. Выдача дизельного топлива должна осуществляться на автозаправочных станциях г. Нур-Султан;11000;Литр (куб. дм.);209.83;2 308 130.00;2021-08-19 10:30:24;2021-08-24 10:30:24;Открытый конкурс;Закупка не состоялась
743;6105693-1;41195023-ОК1;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Бензин для двигателей с искровым зажиганием;Бензин марки АИ-92-К4, ГОСТ 32513-2013 (топливные карты – не менее 2 шт.), Срок действия карт: по 31 декабря 2021 года. Выдача бензина должна осуществляться на автозаправочных станциях города Щучинск и/или поселка Бурабай.;3000;Литр (куб. дм.);160.72;482 160.00;2021-08-19 10:30:24;2021-08-24 10:30:24;Открытый конкурс;Закупка не состоялась
744;6105693-1;41195021-ОК1;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Бензин для двигателей с искровым зажиганием;Бензин марки АИ-92-К4, ГОСТ 32513-2013 (топливные карты – не менее 33 шт.), Срок карт: по 31 декабря 2021 года. Выдача бензина должна осуществляться на автозаправочных станциях г. Нур-Султан;46000;Литр (куб. дм.);160.72;7 393 120.00;2021-08-19 10:30:24;2021-08-24 10:30:24;Открытый конкурс;Закупка состоялась
745;6102831-1;45105647-ЗЦП1;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Крафт-бумага;ГОСТ 2228-81. Крафт - бумага бурая, упаковочная в рулоне. Вес рулона не менее 600 кг., ширина рулона не менее 100 см., плотность бумаги от 70 до 80 гр./м2, для упаковки продуктов питания;1;Рулон;250 000.00;250 000.00;2021-07-26 09:00:00;2021-08-02 09:00:00;Запрос ценовых предложений;Закупка не состоялась
746;6102831-1;45105594-ЗЦП1;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Гофрокартон;ГОСТ 13511-2006. Ящик гофрированный для пищевых продуктов с размером 420*280*330 мм. Материал: бурый и прочный трехслойный гофрокартон.;5000;Штука;250.00;1 250 000.00;2021-07-26 09:00:00;2021-08-02 09:00:00;Запрос ценовых предложений;Закупка состоялась
747;6102831-1;45105610-ЗЦП1;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Скотч;ГОСТ 20477-86. Канцелярский скотч, ширина 48 мм, длина 200 м, цвет прозрачный;500;Штука;393.00;196 500.00;2021-07-26 09:00:00;2021-08-02 09:00:00;Запрос ценовых предложений;Закупка состоялась
748;6101705-1;45104117-ЗЦП1;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Услуга;Услуги по поверке средств измерений;Метрологическая поверка термопреобразователя сопротивления КТПТР-01. СТ РК 2.4-2019. Инв №C00024587;1;Одна услуга;15 000.00;15 000.00;2021-07-26 09:00:00;2021-08-02 09:00:00;Запрос ценовых предложений;Закупка состоялась
749;6101705-1;43835434-ЗЦП1;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Услуга;Услуги по поверке средств измерений;Метрологическая поверка теплосчетчика ТС-07 зав. № ТС-07 9080249 СТ РК 2.4-2019 Инв №C00024587.;1;Одна услуга;150 000.00;150 000.00;2021-07-26 09:00:00;2021-08-02 09:00:00;Запрос ценовых предложений;Закупка состоялась
750;6101511-1;45105456-ЗЦП1;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Лампа полупроводниковая;Лампа сигнальная для электрических плит Abat, цвет зеленый, напряжение 220В, рабочая температура 120 градусов, длина 34мм, диаметр 13мм, материал корпуса жаростойкий пластик, материал датчика латунь ГОСТ 25834-83 Инв№ C00023323,C00023050;12;Штука;1 339.29;16 071.48;2021-07-23 09:00:00;2021-07-30 09:00:00;Запрос ценовых предложений;Закупка не состоялась
